iteration,C_train,C_test,train_error,test_error
1.0,2.5529,2.3453,0.9069,0.9077
2.0,2.5518,2.3443,0.9073,0.9081
3.0,2.551,2.3435,0.9072,0.908
4.0,2.5504,2.3429,0.9074,0.9082
5.0,2.5495,2.342,0.9072,0.908
6.0,2.5486,2.3411,0.9073,0.908
7.0,2.5477,2.3403,0.9074,0.9082
8.0,2.5471,2.3397,0.9074,0.9081
9.0,2.5462,2.3387,0.9076,0.908
10.0,2.5459,2.3384,0.9072,0.908
11.0,2.5449,2.3375,0.9073,0.9082
12.0,2.5441,2.3367,0.9071,0.9079
13.0,2.5431,2.3357,0.9068,0.908
14.0,2.5422,2.3349,0.9071,0.908
15.0,2.5412,2.3339,0.9074,0.908
16.0,2.5403,2.333,0.9075,0.9081
17.0,2.5396,2.3323,0.908,0.9085
18.0,2.539,2.3317,0.9078,0.9082
19.0,2.5382,2.331,0.9081,0.9083
20.0,2.5375,2.3302,0.9078,0.9077
21.0,2.5369,2.3296,0.9082,0.9086
22.0,2.5362,2.329,0.9082,0.9087
23.0,2.5352,2.328,0.9086,0.9094
24.0,2.5343,2.3271,0.9088,0.9097
25.0,2.5337,2.3265,0.9084,0.9089
26.0,2.5331,2.3259,0.9084,0.9093
27.0,2.5325,2.3253,0.9085,0.9093
28.0,2.5317,2.3245,0.9082,0.9094
29.0,2.531,2.3239,0.9078,0.9089
30.0,2.5304,2.3233,0.9071,0.9084
31.0,2.5297,2.3225,0.9068,0.9077
32.0,2.5286,2.3215,0.9073,0.9079
33.0,2.5279,2.3208,0.9075,0.9079
34.0,2.527,2.3199,0.908,0.9088
35.0,2.5261,2.3191,0.908,0.9087
36.0,2.5254,2.3184,0.908,0.9092
37.0,2.5249,2.3179,0.9074,0.909
38.0,2.5243,2.3173,0.9062,0.9074
39.0,2.5236,2.3166,0.9065,0.9088
40.0,2.523,2.316,0.9065,0.9088
41.0,2.5222,2.3152,0.9063,0.9097
42.0,2.5217,2.3147,0.9054,0.9086
43.0,2.5209,2.314,0.9048,0.907
44.0,2.5204,2.3134,0.9044,0.9064
45.0,2.5197,2.3128,0.9038,0.9061
46.0,2.5191,2.3122,0.9018,0.9034
47.0,2.5183,2.3114,0.9011,0.9032
48.0,2.5177,2.3108,0.901,0.9027
49.0,2.5172,2.3103,0.8991,0.9017
50.0,2.5166,2.3097,0.8973,0.9006
51.0,2.5159,2.309,0.897,0.9005
52.0,2.5152,2.3083,0.8971,0.9009
53.0,2.5147,2.3078,0.8957,0.8997
54.0,2.5139,2.3071,0.8945,0.8983
55.0,2.5132,2.3064,0.8926,0.8975
56.0,2.5126,2.3057,0.8906,0.8953
57.0,2.5119,2.3051,0.8892,0.8934
58.0,2.5114,2.3046,0.889,0.8937
59.0,2.5106,2.3038,0.8868,0.8908
60.0,2.51,2.3032,0.8851,0.8896
61.0,2.5094,2.3026,0.8834,0.8887
62.0,2.5088,2.302,0.8816,0.887
63.0,2.5084,2.3017,0.8801,0.8861
64.0,2.5078,2.301,0.8767,0.8834
65.0,2.5072,2.3004,0.8739,0.8798
66.0,2.5066,2.2998,0.8724,0.8787
67.0,2.5061,2.2993,0.8754,0.8812
68.0,2.5054,2.2987,0.8748,0.8802
69.0,2.5048,2.2981,0.8721,0.8784
70.0,2.5043,2.2976,0.8663,0.8725
71.0,2.5038,2.2971,0.8613,0.8682
72.0,2.5032,2.2964,0.8587,0.8661
73.0,2.5027,2.296,0.8583,0.8667
74.0,2.5022,2.2955,0.8576,0.8643
75.0,2.5017,2.295,0.8543,0.8612
76.0,2.5012,2.2944,0.8568,0.8634
77.0,2.5007,2.294,0.8503,0.8562
78.0,2.5002,2.2935,0.8499,0.8571
79.0,2.4996,2.2929,0.8457,0.851
80.0,2.499,2.2923,0.8416,0.846
81.0,2.4985,2.2918,0.8364,0.8411
82.0,2.4981,2.2914,0.8361,0.8423
83.0,2.4976,2.2909,0.8304,0.8353
84.0,2.4971,2.2904,0.8239,0.8277
85.0,2.4966,2.2899,0.8222,0.8252
86.0,2.4961,2.2894,0.8151,0.819
87.0,2.4956,2.2889,0.8124,0.8166
88.0,2.4952,2.2885,0.8118,0.8161
89.0,2.4947,2.288,0.8078,0.8115
90.0,2.4943,2.2876,0.8034,0.8078
91.0,2.4938,2.2872,0.7976,0.8017
92.0,2.4933,2.2866,0.7926,0.7973
93.0,2.4928,2.2861,0.7894,0.7932
94.0,2.4921,2.2855,0.7911,0.7947
95.0,2.4916,2.2849,0.7857,0.7885
96.0,2.4911,2.2844,0.7822,0.7841
97.0,2.4906,2.284,0.78,0.7827
98.0,2.49,2.2834,0.783,0.7852
99.0,2.4896,2.283,0.7809,0.7825
100.0,2.489,2.2824,0.7792,0.7801
101.0,2.4885,2.2819,0.7776,0.7786
102.0,2.4879,2.2813,0.777,0.7797
103.0,2.4873,2.2807,0.78,0.7816
104.0,2.4871,2.2804,0.7773,0.7794
105.0,2.4867,2.2801,0.7779,0.7809
106.0,2.4861,2.2795,0.7798,0.7832
107.0,2.4856,2.279,0.7788,0.7818
108.0,2.485,2.2784,0.777,0.78
109.0,2.4846,2.278,0.7755,0.7778
110.0,2.484,2.2774,0.7776,0.7811
111.0,2.4835,2.2769,0.7738,0.7762
112.0,2.4831,2.2765,0.7713,0.7739
113.0,2.4826,2.276,0.7703,0.7723
114.0,2.482,2.2754,0.7668,0.7697
115.0,2.4816,2.275,0.7615,0.7636
116.0,2.4812,2.2746,0.759,0.7608
117.0,2.4806,2.274,0.759,0.7608
118.0,2.4802,2.2736,0.7549,0.7562
119.0,2.4797,2.2731,0.754,0.7552
120.0,2.4792,2.2726,0.7514,0.7525
121.0,2.4788,2.2722,0.7489,0.751
122.0,2.4783,2.2717,0.7465,0.7484
123.0,2.4778,2.2712,0.7496,0.7509
124.0,2.4774,2.2708,0.751,0.7514
125.0,2.4769,2.2703,0.7484,0.7495
126.0,2.4764,2.2698,0.7473,0.7475
127.0,2.4759,2.2694,0.749,0.7507
128.0,2.4755,2.2689,0.7445,0.7456
