iteration,C_train,C_test,train_error,test_error
1.0,2.5272,2.3199,0.8973,0.8977
2.0,2.5272,2.3199,0.8972,0.8977
3.0,2.5272,2.3199,0.8972,0.8977
4.0,2.5272,2.3199,0.8972,0.8977
5.0,2.5272,2.3199,0.8972,0.8977
6.0,2.5272,2.3199,0.8972,0.8977
7.0,2.5272,2.3199,0.8973,0.8976
8.0,2.5272,2.3199,0.8973,0.8976
9.0,2.5272,2.3199,0.8973,0.8976
10.0,2.5272,2.3198,0.8973,0.8976
11.0,2.5272,2.3198,0.8973,0.8976
12.0,2.5272,2.3198,0.8972,0.8976
13.0,2.5272,2.3198,0.8972,0.8976
14.0,2.5272,2.3198,0.8972,0.8976
15.0,2.5272,2.3198,0.8972,0.8976
16.0,2.5272,2.3198,0.8972,0.8976
17.0,2.5272,2.3198,0.8972,0.8976
18.0,2.5272,2.3198,0.8972,0.8976
19.0,2.5272,2.3198,0.8971,0.8976
20.0,2.5272,2.3198,0.8971,0.8976
21.0,2.5272,2.3198,0.8971,0.8976
22.0,2.5272,2.3198,0.897,0.8976
23.0,2.5272,2.3198,0.897,0.8977
24.0,2.5272,2.3198,0.897,0.8977
25.0,2.5271,2.3198,0.8971,0.8976
26.0,2.5271,2.3198,0.897,0.8976
27.0,2.5271,2.3198,0.897,0.8976
28.0,2.5271,2.3198,0.897,0.8976
29.0,2.5271,2.3198,0.897,0.8976
30.0,2.5271,2.3198,0.897,0.8976
31.0,2.5271,2.3198,0.897,0.8976
32.0,2.5271,2.3198,0.897,0.8976
33.0,2.5271,2.3198,0.897,0.8975
34.0,2.5271,2.3198,0.897,0.8976
35.0,2.5271,2.3198,0.897,0.8976
36.0,2.5271,2.3198,0.897,0.8976
37.0,2.5271,2.3198,0.8971,0.8976
38.0,2.5271,2.3198,0.8971,0.8976
39.0,2.5271,2.3198,0.8971,0.8975
40.0,2.5271,2.3198,0.897,0.8975
41.0,2.5271,2.3197,0.8971,0.8975
42.0,2.5271,2.3197,0.8971,0.8976
43.0,2.5271,2.3197,0.8971,0.8975
44.0,2.5271,2.3197,0.8971,0.8975
45.0,2.5271,2.3197,0.8971,0.8976
46.0,2.5271,2.3197,0.8971,0.8975
47.0,2.5271,2.3197,0.8971,0.8975
48.0,2.5271,2.3197,0.8971,0.8975
49.0,2.5271,2.3197,0.8971,0.8975
50.0,2.5271,2.3197,0.8971,0.8975
51.0,2.5271,2.3197,0.8971,0.8975
52.0,2.5271,2.3197,0.8971,0.8975
53.0,2.5271,2.3197,0.8971,0.8975
54.0,2.5271,2.3197,0.897,0.8975
55.0,2.5271,2.3197,0.897,0.8975
56.0,2.527,2.3197,0.897,0.8975
57.0,2.527,2.3197,0.897,0.8975
58.0,2.527,2.3197,0.897,0.8975
59.0,2.527,2.3197,0.897,0.8976
60.0,2.527,2.3197,0.897,0.8975
61.0,2.527,2.3197,0.897,0.8974
62.0,2.527,2.3197,0.897,0.8975
63.0,2.527,2.3197,0.897,0.8974
64.0,2.527,2.3197,0.897,0.8976
65.0,2.527,2.3197,0.897,0.8976
66.0,2.527,2.3197,0.897,0.8973
67.0,2.527,2.3197,0.8969,0.8975
68.0,2.527,2.3197,0.8969,0.8974
69.0,2.527,2.3197,0.897,0.8974
70.0,2.527,2.3197,0.897,0.8974
71.0,2.527,2.3196,0.897,0.8974
72.0,2.527,2.3196,0.897,0.8974
73.0,2.527,2.3196,0.897,0.8973
74.0,2.527,2.3196,0.8969,0.8973
75.0,2.527,2.3196,0.8969,0.8973
76.0,2.527,2.3196,0.8969,0.8973
77.0,2.527,2.3196,0.8969,0.8973
78.0,2.527,2.3196,0.8969,0.8973
79.0,2.527,2.3196,0.8969,0.8973
80.0,2.527,2.3196,0.8969,0.8973
81.0,2.527,2.3196,0.8969,0.8973
82.0,2.527,2.3196,0.8969,0.8973
83.0,2.527,2.3196,0.8969,0.8973
84.0,2.527,2.3196,0.8969,0.8973
85.0,2.527,2.3196,0.8969,0.8973
86.0,2.527,2.3196,0.8969,0.8973
87.0,2.527,2.3196,0.8969,0.8974
88.0,2.5269,2.3196,0.8969,0.8974
89.0,2.5269,2.3196,0.8969,0.8972
90.0,2.5269,2.3196,0.8969,0.8974
91.0,2.5269,2.3196,0.8969,0.8973
92.0,2.5269,2.3196,0.8969,0.8973
93.0,2.5269,2.3196,0.8969,0.8973
94.0,2.5269,2.3196,0.8969,0.8973
95.0,2.5269,2.3196,0.8969,0.8973
96.0,2.5269,2.3196,0.8969,0.8974
97.0,2.5269,2.3196,0.8969,0.8973
98.0,2.5269,2.3196,0.8969,0.8972
99.0,2.5269,2.3195,0.8968,0.8973
100.0,2.5269,2.3195,0.8968,0.8973
101.0,2.5269,2.3195,0.8968,0.8972
102.0,2.5269,2.3195,0.8968,0.8972
103.0,2.5269,2.3195,0.8968,0.8972
104.0,2.5269,2.3195,0.8968,0.8972
105.0,2.5269,2.3195,0.8968,0.8972
106.0,2.5269,2.3195,0.8968,0.8972
107.0,2.5269,2.3195,0.8968,0.8972
108.0,2.5269,2.3195,0.8968,0.8972
109.0,2.5269,2.3195,0.8968,0.8973
110.0,2.5269,2.3195,0.8968,0.8973
111.0,2.5269,2.3195,0.8968,0.8973
112.0,2.5268,2.3195,0.8968,0.8973
113.0,2.5268,2.3195,0.8968,0.8973
114.0,2.5268,2.3195,0.8968,0.8972
115.0,2.5268,2.3195,0.8968,0.8973
116.0,2.5268,2.3195,0.8968,0.8972
117.0,2.5268,2.3195,0.8968,0.8971
118.0,2.5268,2.3195,0.8968,0.8971
119.0,2.5268,2.3195,0.8968,0.8971
120.0,2.5268,2.3195,0.8968,0.8971
121.0,2.5268,2.3195,0.8968,0.8971
122.0,2.5268,2.3195,0.8968,0.8971
123.0,2.5268,2.3195,0.8968,0.8971
124.0,2.5268,2.3195,0.8968,0.8971
125.0,2.5268,2.3195,0.8968,0.8971
126.0,2.5268,2.3195,0.8968,0.8971
127.0,2.5268,2.3194,0.8968,0.8971
128.0,2.5268,2.3194,0.8968,0.8971
129.0,2.5268,2.3194,0.8968,0.8971
130.0,2.5268,2.3194,0.8968,0.8972
131.0,2.5268,2.3194,0.8967,0.8972
132.0,2.5268,2.3194,0.8967,0.8973
133.0,2.5268,2.3194,0.8967,0.8971
134.0,2.5268,2.3194,0.8967,0.8971
135.0,2.5268,2.3194,0.8967,0.8971
136.0,2.5267,2.3194,0.8967,0.8971
137.0,2.5267,2.3194,0.8967,0.8971
138.0,2.5267,2.3194,0.8967,0.8971
139.0,2.5267,2.3194,0.8967,0.8971
140.0,2.5267,2.3194,0.8967,0.8971
141.0,2.5267,2.3194,0.8967,0.8971
142.0,2.5267,2.3194,0.8967,0.8971
143.0,2.5267,2.3194,0.8967,0.8971
144.0,2.5267,2.3194,0.8967,0.8971
145.0,2.5267,2.3194,0.8967,0.8971
146.0,2.5267,2.3194,0.8967,0.8971
147.0,2.5267,2.3194,0.8968,0.8971
148.0,2.5267,2.3194,0.8967,0.8971
149.0,2.5267,2.3194,0.8967,0.8971
150.0,2.5267,2.3194,0.8967,0.8971
151.0,2.5267,2.3194,0.8967,0.8971
152.0,2.5267,2.3194,0.8967,0.897
153.0,2.5267,2.3194,0.8967,0.8971
154.0,2.5267,2.3194,0.8966,0.8971
155.0,2.5267,2.3193,0.8967,0.8971
156.0,2.5267,2.3193,0.8966,0.8971
157.0,2.5267,2.3193,0.8967,0.8971
158.0,2.5267,2.3193,0.8967,0.8971
159.0,2.5267,2.3193,0.8967,0.8971
160.0,2.5267,2.3193,0.8967,0.8971
161.0,2.5267,2.3193,0.8967,0.8971
162.0,2.5267,2.3193,0.8966,0.8971
163.0,2.5267,2.3193,0.8967,0.897
164.0,2.5267,2.3193,0.8967,0.897
165.0,2.5267,2.3193,0.8967,0.897
166.0,2.5267,2.3193,0.8966,0.897
167.0,2.5267,2.3193,0.8966,0.897
168.0,2.5267,2.3193,0.8966,0.897
169.0,2.5267,2.3193,0.8967,0.897
170.0,2.5267,2.3193,0.8966,0.897
171.0,2.5266,2.3193,0.8966,0.897
172.0,2.5266,2.3193,0.8966,0.897
173.0,2.5266,2.3193,0.8966,0.897
174.0,2.5266,2.3193,0.8966,0.897
175.0,2.5266,2.3193,0.8966,0.8969
176.0,2.5266,2.3193,0.8966,0.8969
177.0,2.5266,2.3193,0.8966,0.8969
178.0,2.5266,2.3193,0.8966,0.8969
179.0,2.5266,2.3193,0.8966,0.8969
180.0,2.5266,2.3193,0.8966,0.8969
181.0,2.5266,2.3193,0.8967,0.897
182.0,2.5266,2.3193,0.8966,0.897
183.0,2.5266,2.3193,0.8966,0.897
184.0,2.5266,2.3193,0.8965,0.897
185.0,2.5266,2.3193,0.8965,0.8969
186.0,2.5266,2.3193,0.8965,0.897
187.0,2.5266,2.3193,0.8965,0.8969
188.0,2.5266,2.3193,0.8965,0.8969
189.0,2.5266,2.3193,0.8964,0.8969
190.0,2.5266,2.3193,0.8965,0.8969
191.0,2.5266,2.3192,0.8965,0.8967
192.0,2.5266,2.3192,0.8964,0.8967
193.0,2.5266,2.3192,0.8964,0.8968
194.0,2.5266,2.3192,0.8964,0.8968
195.0,2.5266,2.3192,0.8963,0.8968
196.0,2.5266,2.3192,0.8964,0.8967
197.0,2.5266,2.3192,0.8964,0.8967
198.0,2.5266,2.3192,0.8964,0.8967
199.0,2.5266,2.3192,0.8963,0.8967
200.0,2.5266,2.3192,0.8963,0.8967
201.0,2.5266,2.3192,0.8963,0.8967
202.0,2.5265,2.3192,0.8962,0.8967
203.0,2.5265,2.3192,0.8962,0.8967
204.0,2.5265,2.3192,0.8962,0.8967
205.0,2.5265,2.3192,0.8962,0.8968
206.0,2.5265,2.3192,0.8962,0.8967
207.0,2.5265,2.3192,0.8962,0.8967
208.0,2.5265,2.3192,0.8962,0.8967
209.0,2.5265,2.3192,0.8962,0.8966
210.0,2.5265,2.3192,0.8962,0.8966
211.0,2.5265,2.3192,0.8962,0.8966
212.0,2.5265,2.3192,0.8962,0.8966
213.0,2.5265,2.3192,0.8962,0.8966
214.0,2.5265,2.3191,0.8962,0.8966
215.0,2.5265,2.3191,0.8963,0.8967
216.0,2.5265,2.3191,0.8963,0.8966
217.0,2.5265,2.3191,0.8963,0.8966
218.0,2.5265,2.3191,0.8963,0.8966
219.0,2.5265,2.3191,0.8963,0.8967
220.0,2.5265,2.3191,0.8963,0.8967
221.0,2.5265,2.3191,0.8963,0.8966
222.0,2.5264,2.3191,0.8963,0.8967
223.0,2.5264,2.3191,0.8964,0.8967
224.0,2.5264,2.3191,0.8963,0.8967
225.0,2.5264,2.3191,0.8962,0.8966
226.0,2.5264,2.3191,0.8962,0.8966
227.0,2.5264,2.3191,0.8962,0.8966
228.0,2.5264,2.3191,0.8962,0.8966
229.0,2.5264,2.3191,0.8962,0.8967
230.0,2.5264,2.3191,0.8963,0.8967
231.0,2.5264,2.3191,0.8962,0.8967
