iteration,C_train,C_test,train_error,test_error
1.0,2.5272,2.3194,0.9228,0.9177
2.0,2.5258,2.3181,0.9218,0.916
3.0,2.5246,2.3169,0.9199,0.914
4.0,2.5233,2.3156,0.917,0.913
5.0,2.5221,2.3145,0.9152,0.9119
6.0,2.5208,2.3132,0.9126,0.9086
7.0,2.5198,2.3122,0.9076,0.902
8.0,2.5184,2.3108,0.9019,0.8973
9.0,2.5172,2.3096,0.8966,0.8918
10.0,2.5159,2.3083,0.893,0.888
11.0,2.5149,2.3074,0.8862,0.8828
12.0,2.5138,2.3063,0.883,0.8797
13.0,2.5127,2.3052,0.8721,0.8698
14.0,2.5117,2.3042,0.8723,0.8695
15.0,2.511,2.3035,0.866,0.8639
16.0,2.51,2.3025,0.8653,0.8628
17.0,2.5087,2.3012,0.8629,0.8595
18.0,2.5076,2.3001,0.8637,0.8577
19.0,2.5062,2.2987,0.8618,0.8581
20.0,2.5049,2.2975,0.8605,0.8563
21.0,2.5039,2.2965,0.8577,0.8544
22.0,2.5029,2.2955,0.8575,0.8535
23.0,2.5017,2.2944,0.8566,0.8539
24.0,2.5009,2.2935,0.8545,0.8512
25.0,2.4999,2.2925,0.8555,0.8538
26.0,2.4988,2.2914,0.8574,0.8571
27.0,2.4978,2.2904,0.8583,0.857
28.0,2.4967,2.2893,0.8578,0.8572
29.0,2.4956,2.2883,0.8563,0.8585
30.0,2.4947,2.2873,0.8562,0.8597
31.0,2.4937,2.2864,0.8585,0.8591
32.0,2.4929,2.2855,0.8594,0.8604
33.0,2.492,2.2847,0.8591,0.8579
34.0,2.491,2.2837,0.8614,0.8602
35.0,2.4901,2.2828,0.8602,0.8599
36.0,2.4891,2.2818,0.8615,0.8608
37.0,2.4882,2.2809,0.861,0.8595
38.0,2.4874,2.2802,0.86,0.8597
39.0,2.4863,2.2791,0.8609,0.8615
40.0,2.4857,2.2784,0.8582,0.8585
41.0,2.4848,2.2776,0.8566,0.8611
42.0,2.4839,2.2766,0.8565,0.8575
43.0,2.4831,2.2758,0.8556,0.8581
44.0,2.4822,2.2749,0.8549,0.8573
45.0,2.4815,2.2742,0.8529,0.8558
46.0,2.4805,2.2732,0.8549,0.8566
47.0,2.4797,2.2724,0.8541,0.8561
48.0,2.4789,2.2716,0.8536,0.854
49.0,2.4779,2.2706,0.8536,0.855
50.0,2.4771,2.2698,0.8499,0.8524
51.0,2.4762,2.2689,0.8543,0.8549
52.0,2.4753,2.268,0.8527,0.8537
53.0,2.4745,2.2672,0.8489,0.8511
54.0,2.4736,2.2663,0.8518,0.8526
55.0,2.4728,2.2655,0.848,0.849
56.0,2.472,2.2647,0.8492,0.8501
57.0,2.4712,2.2639,0.8508,0.8506
58.0,2.4705,2.2632,0.8483,0.8481
59.0,2.4695,2.2622,0.8452,0.8473
60.0,2.4686,2.2613,0.848,0.85
61.0,2.4677,2.2604,0.842,0.8456
62.0,2.4668,2.2595,0.8458,0.8481
63.0,2.4661,2.2588,0.8393,0.8422
64.0,2.4654,2.2581,0.8313,0.8352
65.0,2.4645,2.2571,0.8327,0.8353
66.0,2.4637,2.2563,0.8257,0.8304
67.0,2.4628,2.2554,0.8176,0.8223
68.0,2.4618,2.2545,0.8168,0.8218
69.0,2.4611,2.2537,0.8316,0.8357
70.0,2.4602,2.2529,0.8384,0.8419
71.0,2.4593,2.252,0.8274,0.831
72.0,2.4585,2.2512,0.8232,0.8286
73.0,2.4576,2.2503,0.8282,0.8316
74.0,2.4568,2.2495,0.827,0.8304
75.0,2.4559,2.2486,0.8278,0.8322
76.0,2.455,2.2477,0.8283,0.8329
77.0,2.4542,2.2469,0.8372,0.841
78.0,2.4533,2.246,0.828,0.8297
79.0,2.4525,2.2452,0.8292,0.8337
80.0,2.4515,2.2442,0.8297,0.8372
81.0,2.4506,2.2433,0.8374,0.8448
82.0,2.4498,2.2425,0.8324,0.8398
83.0,2.4491,2.2418,0.8399,0.8459
84.0,2.4483,2.241,0.8452,0.8505
85.0,2.4475,2.2402,0.8458,0.8526
86.0,2.4467,2.2394,0.8464,0.8529
87.0,2.4458,2.2385,0.8386,0.8438
88.0,2.4448,2.2375,0.8262,0.8326
89.0,2.4441,2.2368,0.8202,0.8261
90.0,2.4434,2.2361,0.8299,0.8355
91.0,2.4425,2.2352,0.8127,0.8174
92.0,2.4416,2.2343,0.8252,0.8309
93.0,2.4407,2.2334,0.8215,0.8265
94.0,2.4398,2.2325,0.8081,0.812
95.0,2.4389,2.2316,0.7867,0.7897
96.0,2.438,2.2307,0.7844,0.7887
97.0,2.4371,2.2298,0.7711,0.7748
98.0,2.4362,2.2289,0.7738,0.7766
99.0,2.4353,2.228,0.7785,0.7834
100.0,2.4345,2.2272,0.7859,0.7894
101.0,2.4336,2.2263,0.7671,0.771
102.0,2.4326,2.2253,0.7617,0.7669
103.0,2.4318,2.2245,0.7663,0.7696
104.0,2.4309,2.2236,0.7611,0.7634
105.0,2.43,2.2227,0.7608,0.7636
106.0,2.4291,2.2218,0.7548,0.7584
107.0,2.4282,2.2209,0.7496,0.7545
108.0,2.4273,2.22,0.7412,0.7469
109.0,2.4265,2.2192,0.7348,0.7392
110.0,2.4255,2.2182,0.7282,0.7346
111.0,2.4246,2.2173,0.7243,0.7309
112.0,2.4236,2.2163,0.7293,0.7376
113.0,2.4226,2.2153,0.733,0.7401
114.0,2.4217,2.2144,0.737,0.745
115.0,2.4209,2.2136,0.7363,0.7435
116.0,2.42,2.2127,0.7257,0.7324
117.0,2.4191,2.2118,0.7247,0.7306
118.0,2.4183,2.2109,0.7227,0.7295
119.0,2.4172,2.2099,0.7358,0.741
120.0,2.4163,2.209,0.739,0.743
121.0,2.4154,2.2081,0.7355,0.7384
122.0,2.4144,2.2071,0.7354,0.7397
123.0,2.4135,2.2061,0.7284,0.7332
124.0,2.4126,2.2052,0.7218,0.7283
125.0,2.4117,2.2044,0.7292,0.7333
126.0,2.4109,2.2035,0.7318,0.7365
127.0,2.41,2.2026,0.736,0.7395
128.0,2.4091,2.2018,0.7224,0.7274
129.0,2.4083,2.2009,0.7187,0.7243
130.0,2.4073,2.1999,0.6853,0.6927
131.0,2.4063,2.199,0.6836,0.6903
132.0,2.4054,2.198,0.6838,0.6895
133.0,2.4045,2.1972,0.673,0.681
