iteration,C_train,C_test,train_error,test_error
1.0,2.5025,2.2952,0.8807,0.8809
2.0,2.5022,2.2949,0.8798,0.8799
3.0,2.5018,2.2946,0.8789,0.8791
4.0,2.5015,2.2943,0.8788,0.8793
5.0,2.5012,2.294,0.878,0.878
6.0,2.501,2.2937,0.8766,0.8769
7.0,2.5007,2.2935,0.8756,0.8763
8.0,2.5004,2.2932,0.8753,0.8759
9.0,2.5001,2.2929,0.8746,0.8755
10.0,2.4998,2.2926,0.8745,0.8751
11.0,2.4995,2.2923,0.8736,0.8737
12.0,2.4992,2.292,0.8733,0.874
13.0,2.4989,2.2917,0.872,0.8729
14.0,2.4986,2.2914,0.8719,0.8729
15.0,2.4983,2.2911,0.872,0.8726
16.0,2.498,2.2907,0.8699,0.8711
17.0,2.4976,2.2904,0.8689,0.8693
18.0,2.4973,2.2901,0.8693,0.8694
19.0,2.4971,2.2898,0.8682,0.8683
20.0,2.4967,2.2895,0.867,0.8671
21.0,2.4965,2.2893,0.8658,0.8666
22.0,2.4962,2.289,0.8658,0.8656
23.0,2.4959,2.2887,0.8656,0.8656
24.0,2.4956,2.2884,0.8657,0.8655
25.0,2.4953,2.2881,0.8647,0.8645
26.0,2.495,2.2878,0.8634,0.8637
27.0,2.4947,2.2875,0.8643,0.8637
28.0,2.4944,2.2872,0.8634,0.863
29.0,2.4941,2.2869,0.8628,0.8647
30.0,2.4938,2.2866,0.8613,0.8629
31.0,2.4935,2.2863,0.8609,0.863
32.0,2.4932,2.286,0.8607,0.8625
33.0,2.4929,2.2857,0.8611,0.8628
34.0,2.4926,2.2854,0.8616,0.8631
35.0,2.4922,2.2851,0.8606,0.863
36.0,2.492,2.2848,0.8598,0.8628
37.0,2.4917,2.2845,0.859,0.8627
38.0,2.4914,2.2842,0.8583,0.8613
39.0,2.4911,2.2839,0.8578,0.8596
40.0,2.4909,2.2837,0.8566,0.8594
41.0,2.4906,2.2834,0.8574,0.8605
42.0,2.4903,2.2832,0.8569,0.8606
43.0,2.4901,2.2829,0.8568,0.8605
44.0,2.4898,2.2826,0.8562,0.8586
45.0,2.4895,2.2823,0.8541,0.858
46.0,2.4892,2.282,0.8534,0.8553
47.0,2.4889,2.2817,0.8528,0.8554
48.0,2.4886,2.2815,0.8521,0.8543
49.0,2.4884,2.2812,0.8518,0.8544
50.0,2.4881,2.2809,0.8505,0.8538
51.0,2.4879,2.2807,0.8505,0.8532
52.0,2.4876,2.2804,0.8489,0.8514
53.0,2.4873,2.2801,0.8482,0.8507
54.0,2.487,2.2798,0.8462,0.8476
55.0,2.4867,2.2795,0.8449,0.8457
56.0,2.4864,2.2792,0.8437,0.8452
57.0,2.486,2.2789,0.842,0.8427
58.0,2.4858,2.2786,0.8421,0.8433
59.0,2.4855,2.2783,0.8408,0.8419
60.0,2.4852,2.278,0.8393,0.8407
61.0,2.4849,2.2777,0.8388,0.8397
62.0,2.4846,2.2774,0.8403,0.8409
63.0,2.4843,2.2772,0.8402,0.8413
64.0,2.484,2.2769,0.84,0.8408
65.0,2.4837,2.2766,0.8391,0.8403
66.0,2.4834,2.2763,0.8379,0.8388
67.0,2.4831,2.276,0.8359,0.8371
68.0,2.4828,2.2757,0.8343,0.8355
69.0,2.4825,2.2754,0.834,0.8358
70.0,2.4822,2.2751,0.8337,0.8353
71.0,2.482,2.2748,0.8336,0.8357
72.0,2.4817,2.2745,0.8326,0.8345
73.0,2.4813,2.2742,0.8306,0.8338
74.0,2.4811,2.274,0.8291,0.8327
75.0,2.4807,2.2736,0.8285,0.8319
76.0,2.4805,2.2733,0.8274,0.8306
77.0,2.4802,2.273,0.8275,0.8314
78.0,2.4799,2.2727,0.8284,0.832
79.0,2.4796,2.2724,0.8257,0.8291
80.0,2.4793,2.2722,0.8254,0.8281
81.0,2.479,2.2719,0.8243,0.8272
82.0,2.4787,2.2716,0.8245,0.8278
83.0,2.4784,2.2713,0.8242,0.8285
84.0,2.4781,2.271,0.8237,0.8274
85.0,2.4777,2.2706,0.8244,0.8286
86.0,2.4775,2.2703,0.8242,0.8271
87.0,2.4772,2.27,0.8255,0.8278
88.0,2.4769,2.2697,0.8256,0.8282
89.0,2.4766,2.2694,0.8257,0.828
90.0,2.4762,2.2691,0.8241,0.8271
91.0,2.4759,2.2688,0.8229,0.8261
92.0,2.4756,2.2685,0.8203,0.8247
93.0,2.4753,2.2682,0.8186,0.8225
94.0,2.475,2.2678,0.8223,0.8256
95.0,2.4747,2.2675,0.8229,0.8246
96.0,2.4744,2.2672,0.8205,0.8229
97.0,2.4741,2.2669,0.8169,0.8215
98.0,2.4738,2.2666,0.8144,0.8178
99.0,2.4735,2.2664,0.8121,0.8175
100.0,2.4732,2.2661,0.8107,0.8155
101.0,2.4729,2.2658,0.8092,0.8145
102.0,2.4725,2.2654,0.8083,0.812
103.0,2.4722,2.2651,0.8062,0.8108
104.0,2.4719,2.2648,0.8071,0.8103
105.0,2.4716,2.2645,0.8041,0.8078
106.0,2.4713,2.2642,0.8014,0.8039
107.0,2.471,2.2639,0.8001,0.8033
108.0,2.4707,2.2636,0.7983,0.8031
109.0,2.4705,2.2634,0.7976,0.8023
110.0,2.4701,2.263,0.7971,0.8011
111.0,2.4698,2.2627,0.7964,0.8003
112.0,2.4695,2.2624,0.7953,0.7996
113.0,2.4692,2.2621,0.7939,0.7993
114.0,2.4689,2.2618,0.7928,0.7977
115.0,2.4686,2.2615,0.7902,0.7955
116.0,2.4683,2.2612,0.7869,0.7906
117.0,2.4681,2.2609,0.787,0.7911
118.0,2.4677,2.2606,0.7842,0.7877
119.0,2.4674,2.2603,0.7818,0.7836
120.0,2.4672,2.26,0.7806,0.7826
121.0,2.4669,2.2598,0.7804,0.7825
122.0,2.4665,2.2594,0.7799,0.7816
123.0,2.4663,2.2591,0.7795,0.7816
124.0,2.466,2.2589,0.7797,0.7816
125.0,2.4657,2.2586,0.7779,0.7808
126.0,2.4654,2.2583,0.7774,0.7815
127.0,2.4651,2.258,0.7767,0.7795
128.0,2.4648,2.2576,0.7777,0.7785
129.0,2.4645,2.2574,0.7753,0.7773
130.0,2.4642,2.2571,0.7744,0.7778
131.0,2.4638,2.2567,0.7765,0.7801
132.0,2.4635,2.2564,0.7733,0.7773
133.0,2.4632,2.2561,0.7716,0.7735
134.0,2.4628,2.2557,0.7713,0.7742
135.0,2.4625,2.2554,0.7735,0.7761
136.0,2.4622,2.2551,0.7743,0.7766
137.0,2.4619,2.2548,0.7752,0.7775
138.0,2.4616,2.2545,0.7764,0.7787
139.0,2.4612,2.2541,0.7753,0.7777
140.0,2.4609,2.2538,0.7745,0.7778
141.0,2.4606,2.2535,0.773,0.7763
142.0,2.4602,2.2531,0.773,0.777
143.0,2.4599,2.2528,0.7714,0.7739
144.0,2.4596,2.2525,0.7707,0.774
145.0,2.4593,2.2522,0.7699,0.7729
146.0,2.459,2.2519,0.7697,0.7731
147.0,2.4587,2.2516,0.769,0.7734
148.0,2.4584,2.2513,0.768,0.7725
149.0,2.4581,2.251,0.7667,0.7708
150.0,2.4577,2.2507,0.7685,0.7739
151.0,2.4575,2.2504,0.7689,0.7737
152.0,2.4572,2.2501,0.7687,0.7732
153.0,2.4568,2.2497,0.7675,0.7714
154.0,2.4565,2.2494,0.767,0.7697
155.0,2.4562,2.2491,0.7664,0.7693
156.0,2.4558,2.2487,0.7648,0.7674
157.0,2.4555,2.2485,0.7624,0.7644
158.0,2.4552,2.2481,0.7639,0.765
159.0,2.4549,2.2478,0.7636,0.764
160.0,2.4545,2.2474,0.7609,0.7602
161.0,2.4542,2.2471,0.7635,0.762
162.0,2.4538,2.2468,0.7636,0.7629
163.0,2.4535,2.2464,0.7628,0.7616
164.0,2.4532,2.2461,0.763,0.7612
165.0,2.4529,2.2458,0.7611,0.7592
166.0,2.4525,2.2455,0.7602,0.7593
167.0,2.4522,2.2451,0.7606,0.7605
