iteration,C_train,C_test,train_error,test_error
1.0,2.5006,2.293,0.8632,0.8611
2.0,2.4997,2.2921,0.8594,0.8572
3.0,2.4987,2.291,0.8602,0.8582
4.0,2.4977,2.2901,0.8608,0.8592
5.0,2.4967,2.2891,0.8611,0.86
6.0,2.4959,2.2883,0.8614,0.8608
7.0,2.4949,2.2873,0.8608,0.86
8.0,2.494,2.2864,0.8584,0.8573
9.0,2.4931,2.2855,0.857,0.8576
10.0,2.4922,2.2846,0.858,0.8593
11.0,2.4913,2.2837,0.8524,0.8542
12.0,2.4904,2.2829,0.8505,0.8515
13.0,2.4895,2.2819,0.8513,0.8522
14.0,2.4886,2.2811,0.8465,0.8482
15.0,2.4876,2.2801,0.847,0.8501
16.0,2.4867,2.2793,0.8436,0.8464
17.0,2.4859,2.2784,0.849,0.851
18.0,2.4852,2.2777,0.8541,0.8559
19.0,2.4843,2.2768,0.85,0.8519
20.0,2.4835,2.276,0.8503,0.8506
21.0,2.4826,2.2751,0.8419,0.8452
22.0,2.4819,2.2745,0.8391,0.8436
23.0,2.4811,2.2736,0.8331,0.8394
24.0,2.4801,2.2727,0.8276,0.8347
25.0,2.4793,2.2719,0.8276,0.834
26.0,2.4783,2.2709,0.8185,0.8225
27.0,2.4773,2.2699,0.8136,0.8191
28.0,2.4765,2.2691,0.8058,0.8119
29.0,2.4757,2.2683,0.8019,0.8099
30.0,2.4749,2.2675,0.8045,0.8098
31.0,2.4738,2.2665,0.8034,0.8091
32.0,2.4731,2.2657,0.7999,0.8072
33.0,2.4723,2.2649,0.8025,0.8096
34.0,2.4716,2.2642,0.7971,0.8046
35.0,2.4708,2.2634,0.7952,0.8033
36.0,2.4699,2.2625,0.8002,0.8062
37.0,2.469,2.2616,0.8004,0.8061
38.0,2.4681,2.2608,0.7911,0.8003
39.0,2.4673,2.2599,0.7942,0.8025
40.0,2.4666,2.2593,0.7894,0.7993
41.0,2.4659,2.2586,0.7837,0.794
42.0,2.4651,2.2578,0.7827,0.7925
43.0,2.4644,2.2571,0.7804,0.7894
44.0,2.4638,2.2565,0.7764,0.7851
45.0,2.4631,2.2558,0.7721,0.78
46.0,2.4624,2.2551,0.7615,0.7716
47.0,2.4617,2.2544,0.7595,0.7703
48.0,2.4609,2.2536,0.762,0.7707
49.0,2.46,2.2527,0.7593,0.7686
50.0,2.4591,2.2518,0.7557,0.7656
51.0,2.4583,2.251,0.75,0.7595
52.0,2.4574,2.2502,0.7496,0.7588
53.0,2.4567,2.2494,0.7531,0.7612
54.0,2.456,2.2487,0.7597,0.7674
55.0,2.4553,2.248,0.761,0.7682
56.0,2.4544,2.2471,0.765,0.7721
57.0,2.4537,2.2464,0.7674,0.7733
58.0,2.4529,2.2456,0.7624,0.769
59.0,2.4521,2.2448,0.7581,0.7641
60.0,2.4513,2.244,0.7556,0.7627
61.0,2.4506,2.2433,0.7441,0.7519
62.0,2.4498,2.2425,0.7457,0.7529
63.0,2.449,2.2417,0.7494,0.7566
64.0,2.4482,2.241,0.7467,0.7553
65.0,2.4474,2.2401,0.7451,0.7518
66.0,2.4466,2.2393,0.7497,0.7558
67.0,2.4457,2.2384,0.7475,0.7555
68.0,2.4448,2.2376,0.7404,0.7497
69.0,2.444,2.2367,0.7472,0.755
70.0,2.4433,2.236,0.7442,0.7534
71.0,2.4425,2.2352,0.7454,0.7534
72.0,2.4416,2.2343,0.7482,0.7572
73.0,2.4406,2.2333,0.756,0.7619
74.0,2.4397,2.2324,0.7565,0.7645
75.0,2.4389,2.2317,0.7681,0.7747
76.0,2.4382,2.2309,0.7638,0.7723
77.0,2.4373,2.23,0.7612,0.769
78.0,2.4365,2.2292,0.7586,0.7676
79.0,2.4357,2.2284,0.7635,0.7713
80.0,2.4349,2.2276,0.7648,0.7716
81.0,2.4341,2.2268,0.7671,0.7721
82.0,2.4333,2.2259,0.7706,0.7756
83.0,2.4324,2.2251,0.7644,0.7697
84.0,2.4316,2.2243,0.7577,0.7635
85.0,2.4307,2.2234,0.7503,0.7589
86.0,2.4298,2.2225,0.7466,0.7555
87.0,2.4291,2.2218,0.7445,0.7531
88.0,2.4283,2.221,0.7402,0.7497
89.0,2.4276,2.2203,0.7372,0.7464
90.0,2.4267,2.2194,0.7322,0.7421
91.0,2.4258,2.2185,0.7301,0.7411
92.0,2.4251,2.2178,0.7274,0.7376
93.0,2.4242,2.2169,0.728,0.7371
94.0,2.4233,2.216,0.736,0.7434
95.0,2.4224,2.2151,0.741,0.7483
96.0,2.4212,2.2139,0.7443,0.7523
97.0,2.4204,2.2131,0.7449,0.7528
98.0,2.4195,2.2122,0.7382,0.7454
99.0,2.4185,2.2112,0.7339,0.7398
100.0,2.4176,2.2103,0.7515,0.7568
101.0,2.4167,2.2094,0.7496,0.7543
102.0,2.4158,2.2085,0.7478,0.754
103.0,2.4149,2.2076,0.7459,0.7532
104.0,2.4141,2.2068,0.7534,0.7577
105.0,2.4131,2.2058,0.7601,0.7637
106.0,2.4123,2.2049,0.7702,0.7729
107.0,2.4114,2.2041,0.7706,0.7717
108.0,2.4105,2.2031,0.7659,0.7683
109.0,2.4095,2.2021,0.7549,0.7586
110.0,2.4085,2.2012,0.7494,0.7528
111.0,2.4076,2.2002,0.7488,0.7516
112.0,2.4067,2.1994,0.7497,0.7528
113.0,2.4058,2.1984,0.7446,0.7483
114.0,2.4049,2.1976,0.7429,0.7482
115.0,2.4039,2.1966,0.7288,0.7352
116.0,2.4031,2.1957,0.7303,0.7376
117.0,2.4022,2.1948,0.7347,0.7402
118.0,2.4012,2.1938,0.736,0.7416
119.0,2.4003,2.1929,0.7397,0.7467
120.0,2.3994,2.192,0.7283,0.7352
121.0,2.3983,2.191,0.7218,0.7288
122.0,2.3974,2.19,0.7198,0.7282
123.0,2.3964,2.1891,0.7179,0.7275
124.0,2.3955,2.1881,0.7083,0.7173
125.0,2.3945,2.1871,0.7072,0.7157
126.0,2.3936,2.1862,0.7087,0.7166
127.0,2.3927,2.1854,0.7058,0.7144
128.0,2.3919,2.1845,0.705,0.7124
129.0,2.391,2.1836,0.7024,0.7107
130.0,2.39,2.1826,0.704,0.7128
131.0,2.3892,2.1818,0.7024,0.7116
132.0,2.3882,2.1808,0.7107,0.7182
133.0,2.3872,2.1798,0.7135,0.7207
134.0,2.3862,2.1788,0.7104,0.7176
135.0,2.3852,2.1778,0.7207,0.7268
136.0,2.3842,2.1767,0.7181,0.7251
137.0,2.3833,2.1758,0.7123,0.7193
138.0,2.3822,2.1748,0.7059,0.7145
139.0,2.3813,2.1738,0.7046,0.7111
140.0,2.3802,2.1727,0.7076,0.7142
141.0,2.3791,2.1716,0.7047,0.7121
142.0,2.3781,2.1706,0.707,0.7144
143.0,2.377,2.1695,0.7066,0.7118
144.0,2.3759,2.1684,0.7181,0.7224
145.0,2.375,2.1675,0.7152,0.7202
146.0,2.3739,2.1664,0.7064,0.7111
147.0,2.3728,2.1652,0.7025,0.7066
148.0,2.3717,2.1642,0.6977,0.7027
149.0,2.3707,2.1632,0.6952,0.7004
150.0,2.3696,2.162,0.6855,0.6896
151.0,2.3685,2.161,0.6728,0.6791
152.0,2.3675,2.1599,0.6753,0.6806
153.0,2.3665,2.1589,0.6705,0.6759
154.0,2.3655,2.158,0.6617,0.6683
155.0,2.3644,2.1569,0.6651,0.6707
156.0,2.3634,2.1558,0.6683,0.6734
157.0,2.3623,2.1547,0.6593,0.665
158.0,2.3612,2.1537,0.6569,0.6621
159.0,2.3601,2.1525,0.6544,0.6593
160.0,2.359,2.1514,0.6505,0.6543
161.0,2.3578,2.1502,0.6551,0.6599
162.0,2.3567,2.1491,0.6588,0.6635
163.0,2.3556,2.148,0.6627,0.6673
164.0,2.3546,2.147,0.6654,0.668
165.0,2.3536,2.1459,0.6593,0.6626
166.0,2.3525,2.1449,0.6564,0.6604
167.0,2.3514,2.1438,0.6519,0.6552
168.0,2.3502,2.1426,0.6387,0.6417
169.0,2.3491,2.1415,0.6337,0.6358
170.0,2.3479,2.1403,0.6409,0.6436
171.0,2.3466,2.139,0.633,0.6362
172.0,2.3455,2.1379,0.6213,0.6231
173.0,2.3444,2.1368,0.6038,0.6052
174.0,2.3432,2.1356,0.5984,0.6011
175.0,2.342,2.1344,0.5897,0.5925
176.0,2.3408,2.1331,0.5986,0.6018
177.0,2.3396,2.1319,0.6012,0.6048
178.0,2.3384,2.1307,0.6052,0.608
179.0,2.337,2.1293,0.5917,0.5936
180.0,2.3357,2.128,0.572,0.5747
181.0,2.3345,2.1268,0.5577,0.5638
182.0,2.3332,2.1255,0.5658,0.5687
183.0,2.332,2.1243,0.5592,0.5643
184.0,2.3307,2.1229,0.5587,0.5621
185.0,2.3296,2.1218,0.563,0.5664
186.0,2.3283,2.1205,0.5631,0.5662
187.0,2.327,2.1192,0.5522,0.556
188.0,2.3257,2.1179,0.5614,0.5651
189.0,2.3245,2.1167,0.5434,0.549
190.0,2.3232,2.1153,0.5436,0.5474
191.0,2.322,2.1141,0.5528,0.557
192.0,2.3207,2.1129,0.5525,0.556
193.0,2.3196,2.1117,0.5492,0.5538
194.0,2.3182,2.1103,0.549,0.554
195.0,2.317,2.1091,0.5426,0.5479
196.0,2.3157,2.1078,0.5297,0.5363
197.0,2.3144,2.1065,0.53,0.5337
198.0,2.313,2.1051,0.5233,0.5267
199.0,2.3118,2.1039,0.5125,0.5151
200.0,2.3105,2.1026,0.5037,0.5064
201.0,2.3092,2.1013,0.5025,0.5046
202.0,2.308,2.1,0.4942,0.4977
203.0,2.3067,2.0987,0.492,0.4959
204.0,2.3054,2.0975,0.491,0.4945
205.0,2.304,2.0961,0.4841,0.4899
206.0,2.3027,2.0947,0.4781,0.485
207.0,2.3014,2.0934,0.4785,0.483
208.0,2.3001,2.0921,0.4652,0.4722
209.0,2.2988,2.0908,0.459,0.47
210.0,2.2973,2.0893,0.4704,0.4767
211.0,2.2959,2.0879,0.4677,0.4747
212.0,2.2945,2.0864,0.4667,0.4726
213.0,2.2932,2.0852,0.467,0.4751
214.0,2.2917,2.0836,0.468,0.4762
215.0,2.2902,2.0822,0.4641,0.47
216.0,2.2889,2.0808,0.4551,0.4634
217.0,2.2873,2.0791,0.4542,0.4608
218.0,2.2857,2.0776,0.4585,0.4636
219.0,2.2842,2.0761,0.4527,0.4609
220.0,2.2827,2.0745,0.4541,0.4621
221.0,2.2812,2.073,0.4548,0.4616
222.0,2.2796,2.0714,0.4571,0.4644
223.0,2.2781,2.0698,0.456,0.4627
224.0,2.2765,2.0682,0.4611,0.469
225.0,2.2751,2.0667,0.4674,0.4738
226.0,2.2736,2.0653,0.46,0.4689
227.0,2.2721,2.0637,0.4567,0.4652
228.0,2.2708,2.0625,0.4562,0.464
229.0,2.2693,2.0609,0.4552,0.4634
230.0,2.2678,2.0594,0.4617,0.4707
231.0,2.2663,2.0579,0.4502,0.4597
232.0,2.2649,2.0565,0.4445,0.4534
233.0,2.2636,2.0552,0.4439,0.4521
234.0,2.2619,2.0535,0.4452,0.4541
235.0,2.2606,2.0521,0.4343,0.4416
236.0,2.2589,2.0505,0.4375,0.4445
237.0,2.2574,2.0489,0.4282,0.4359
238.0,2.2559,2.0475,0.4202,0.4262
239.0,2.2544,2.0459,0.4114,0.4172
240.0,2.2529,2.0444,0.4109,0.4195
241.0,2.2513,2.0428,0.4102,0.4199
242.0,2.2495,2.041,0.4024,0.4092
243.0,2.2478,2.0393,0.3939,0.4029
244.0,2.2461,2.0375,0.3958,0.4051
245.0,2.2445,2.0358,0.3984,0.407
246.0,2.2428,2.0341,0.3937,0.4024
247.0,2.2411,2.0325,0.3914,0.4005
248.0,2.2397,2.031,0.3941,0.3992
249.0,2.2382,2.0295,0.3939,0.3997
250.0,2.2363,2.0276,0.3951,0.4016
251.0,2.2347,2.0259,0.3988,0.4064
252.0,2.233,2.0243,0.3974,0.4041
253.0,2.2313,2.0226,0.3882,0.397
254.0,2.2296,2.0208,0.3928,0.4004
255.0,2.2283,2.0195,0.3854,0.3908
