iteration,C_train,C_test,train_error,test_error
1.0,2.5416,2.3327,0.901,0.9015
2.0,2.5416,2.3327,0.901,0.9015
3.0,2.5416,2.3326,0.901,0.9015
4.0,2.5416,2.3326,0.901,0.9015
5.0,2.5416,2.3326,0.9009,0.9015
6.0,2.5416,2.3326,0.9009,0.9015
7.0,2.5416,2.3326,0.901,0.9015
8.0,2.5415,2.3326,0.9009,0.9015
9.0,2.5415,2.3326,0.9009,0.9015
10.0,2.5415,2.3326,0.9009,0.9015
11.0,2.5415,2.3326,0.9009,0.9015
12.0,2.5415,2.3325,0.9009,0.9015
13.0,2.5415,2.3325,0.9009,0.9015
14.0,2.5415,2.3325,0.9009,0.9015
15.0,2.5415,2.3325,0.9009,0.9015
16.0,2.5415,2.3325,0.9009,0.9015
17.0,2.5414,2.3325,0.9009,0.9015
18.0,2.5414,2.3325,0.9009,0.9015
19.0,2.5414,2.3325,0.9009,0.9015
20.0,2.5414,2.3325,0.9009,0.9015
21.0,2.5414,2.3325,0.9009,0.9015
22.0,2.5414,2.3325,0.9009,0.9015
23.0,2.5414,2.3324,0.9009,0.9015
24.0,2.5414,2.3324,0.9009,0.9015
25.0,2.5414,2.3324,0.9009,0.9015
26.0,2.5414,2.3324,0.9009,0.9015
27.0,2.5414,2.3324,0.9009,0.9015
28.0,2.5413,2.3324,0.9009,0.9015
29.0,2.5413,2.3323,0.9009,0.9015
30.0,2.5413,2.3323,0.9009,0.9015
31.0,2.5413,2.3323,0.9009,0.9015
32.0,2.5413,2.3323,0.9009,0.9015
33.0,2.5413,2.3323,0.9009,0.9015
34.0,2.5412,2.3323,0.9009,0.9015
35.0,2.5412,2.3323,0.9009,0.9015
36.0,2.5412,2.3323,0.9009,0.9015
37.0,2.5412,2.3323,0.9009,0.9015
38.0,2.5412,2.3322,0.9009,0.9015
39.0,2.5412,2.3322,0.9009,0.9015
40.0,2.5412,2.3322,0.9009,0.9015
41.0,2.5412,2.3322,0.9009,0.9015
42.0,2.5411,2.3322,0.9009,0.9015
43.0,2.5411,2.3322,0.9009,0.9015
44.0,2.5411,2.3322,0.9009,0.9015
45.0,2.5411,2.3322,0.9009,0.9015
46.0,2.5411,2.3322,0.9009,0.9015
47.0,2.5411,2.3322,0.9009,0.9015
48.0,2.5411,2.3321,0.9009,0.9015
49.0,2.5411,2.3321,0.9009,0.9015
50.0,2.541,2.3321,0.9009,0.9015
51.0,2.541,2.3321,0.9009,0.9015
52.0,2.541,2.3321,0.9009,0.9015
53.0,2.541,2.3321,0.9009,0.9015
54.0,2.541,2.3321,0.9009,0.9015
55.0,2.541,2.3321,0.9009,0.9015
56.0,2.541,2.3321,0.9009,0.9015
57.0,2.541,2.3321,0.9009,0.9015
58.0,2.541,2.3321,0.9009,0.9015
59.0,2.541,2.3321,0.9009,0.9015
60.0,2.541,2.332,0.9009,0.9015
61.0,2.541,2.332,0.9009,0.9015
62.0,2.541,2.332,0.9009,0.9015
63.0,2.5409,2.332,0.9009,0.9015
64.0,2.5409,2.332,0.9009,0.9015
65.0,2.5409,2.332,0.9009,0.9015
66.0,2.5409,2.332,0.9009,0.9015
67.0,2.5409,2.332,0.9009,0.9015
