iteration,C_train,C_test,train_error,test_error
1.0,2.5229,2.3156,0.917,0.9129
2.0,2.5224,2.3151,0.9163,0.9125
3.0,2.5219,2.3145,0.915,0.9115
4.0,2.5212,2.3138,0.9154,0.9113
5.0,2.5206,2.3132,0.9146,0.91
6.0,2.5201,2.3127,0.9145,0.9101
7.0,2.5195,2.3122,0.9138,0.9097
8.0,2.519,2.3116,0.9132,0.91
9.0,2.5184,2.3111,0.9134,0.9096
10.0,2.5178,2.3104,0.9136,0.9087
11.0,2.5173,2.3099,0.9126,0.9087
12.0,2.5168,2.3094,0.9111,0.9084
13.0,2.5162,2.3089,0.9113,0.9072
14.0,2.5157,2.3084,0.9101,0.9063
15.0,2.5152,2.3078,0.9101,0.9061
16.0,2.5146,2.3073,0.9089,0.9052
17.0,2.5141,2.3067,0.9078,0.9054
18.0,2.5135,2.3062,0.907,0.9045
19.0,2.5129,2.3056,0.9067,0.9029
20.0,2.5124,2.305,0.9059,0.9018
21.0,2.5119,2.3046,0.9042,0.9004
22.0,2.5114,2.3041,0.903,0.8994
23.0,2.5109,2.3036,0.8991,0.8951
24.0,2.5104,2.3031,0.8976,0.8942
25.0,2.5098,2.3026,0.894,0.8921
26.0,2.5094,2.3021,0.8927,0.8897
27.0,2.509,2.3017,0.8905,0.8883
28.0,2.5085,2.3012,0.8887,0.8865
29.0,2.508,2.3007,0.8879,0.8849
30.0,2.5075,2.3002,0.8841,0.8817
31.0,2.5069,2.2996,0.8805,0.8785
32.0,2.5064,2.2991,0.8778,0.8762
33.0,2.5059,2.2986,0.8771,0.8755
34.0,2.5054,2.2981,0.8729,0.872
35.0,2.5049,2.2976,0.8701,0.8702
36.0,2.5044,2.2972,0.8682,0.8685
37.0,2.5039,2.2966,0.8685,0.8681
38.0,2.5033,2.2961,0.8676,0.868
39.0,2.5029,2.2956,0.8623,0.8625
40.0,2.5024,2.2952,0.8634,0.8647
41.0,2.502,2.2947,0.8634,0.8648
42.0,2.5015,2.2942,0.8573,0.8598
43.0,2.501,2.2937,0.8559,0.8585
44.0,2.5005,2.2933,0.8515,0.8544
45.0,2.5,2.2928,0.8497,0.8527
46.0,2.4995,2.2923,0.8476,0.8501
