iteration,C_train,C_test,train_error,test_error
1.0,2.5272,2.3191,0.9425,0.9413
2.0,2.5271,2.3191,0.9427,0.9413
3.0,2.5271,2.3191,0.9427,0.9413
4.0,2.5271,2.3191,0.9427,0.9413
5.0,2.5271,2.3191,0.9428,0.9413
6.0,2.5271,2.3191,0.9428,0.9413
7.0,2.5271,2.319,0.9427,0.9413
8.0,2.5271,2.319,0.9426,0.9413
9.0,2.5271,2.319,0.9426,0.9413
10.0,2.5271,2.319,0.9426,0.9413
11.0,2.5271,2.319,0.9426,0.9413
12.0,2.5271,2.319,0.9426,0.9413
13.0,2.5271,2.319,0.9426,0.9413
14.0,2.5271,2.319,0.9427,0.9413
15.0,2.5271,2.319,0.9426,0.9413
16.0,2.5271,2.319,0.9427,0.9413
17.0,2.5271,2.319,0.9427,0.9413
18.0,2.5271,2.319,0.9427,0.9413
19.0,2.5271,2.319,0.9427,0.9413
20.0,2.5271,2.319,0.9427,0.9413
21.0,2.5271,2.319,0.9427,0.9413
22.0,2.5271,2.319,0.9428,0.9413
23.0,2.5271,2.319,0.9428,0.9413
24.0,2.5271,2.319,0.9428,0.9413
25.0,2.5271,2.319,0.9427,0.9413
26.0,2.527,2.319,0.9427,0.9413
27.0,2.527,2.319,0.9428,0.9413
28.0,2.527,2.319,0.9428,0.9413
29.0,2.527,2.319,0.9427,0.9413
30.0,2.527,2.319,0.9428,0.9413
31.0,2.527,2.319,0.9428,0.9413
32.0,2.527,2.319,0.9428,0.9413
33.0,2.527,2.319,0.9428,0.9413
34.0,2.527,2.3189,0.9427,0.9413
35.0,2.527,2.3189,0.9426,0.9413
36.0,2.527,2.3189,0.9425,0.9413
37.0,2.527,2.3189,0.9427,0.9413
38.0,2.527,2.3189,0.9428,0.9413
39.0,2.527,2.3189,0.9427,0.9413
40.0,2.527,2.3189,0.9427,0.9413
41.0,2.527,2.3189,0.9427,0.9413
42.0,2.527,2.3189,0.9428,0.9413
43.0,2.527,2.3189,0.9428,0.9413
44.0,2.527,2.3189,0.9429,0.9413
