iteration,C_train,C_test,train_error,test_error
1.0,2.5408,2.3329,0.8936,0.8943
2.0,2.5408,2.3329,0.8936,0.8943
3.0,2.5408,2.3329,0.8936,0.8943
4.0,2.5408,2.3329,0.8936,0.8943
5.0,2.5408,2.3329,0.8936,0.8943
6.0,2.5408,2.3329,0.8936,0.8943
7.0,2.5408,2.3329,0.8936,0.8943
8.0,2.5408,2.3329,0.8936,0.8943
9.0,2.5408,2.3329,0.8936,0.8943
10.0,2.5408,2.3329,0.8936,0.8943
11.0,2.5408,2.3329,0.8936,0.8942
12.0,2.5408,2.3329,0.8936,0.8942
13.0,2.5407,2.3329,0.8936,0.8942
14.0,2.5407,2.3328,0.8936,0.8941
15.0,2.5407,2.3328,0.8936,0.8941
16.0,2.5407,2.3328,0.8936,0.8941
17.0,2.5407,2.3328,0.8936,0.8941
18.0,2.5407,2.3328,0.8936,0.8941
19.0,2.5407,2.3328,0.8936,0.8941
20.0,2.5407,2.3328,0.8936,0.894
21.0,2.5407,2.3328,0.8936,0.894
22.0,2.5407,2.3328,0.8936,0.894
23.0,2.5407,2.3328,0.8936,0.894
24.0,2.5407,2.3328,0.8936,0.8941
25.0,2.5407,2.3328,0.8936,0.8941
26.0,2.5407,2.3328,0.8936,0.894
27.0,2.5407,2.3328,0.8936,0.894
28.0,2.5407,2.3328,0.8936,0.894
29.0,2.5407,2.3328,0.8936,0.894
30.0,2.5407,2.3328,0.8936,0.894
31.0,2.5407,2.3328,0.8936,0.894
32.0,2.5407,2.3328,0.8936,0.894
33.0,2.5407,2.3328,0.8936,0.894
34.0,2.5407,2.3328,0.8936,0.894
35.0,2.5407,2.3328,0.8936,0.894
36.0,2.5407,2.3328,0.8936,0.894
37.0,2.5407,2.3328,0.8936,0.894
38.0,2.5406,2.3328,0.8936,0.894
39.0,2.5406,2.3327,0.8936,0.894
40.0,2.5406,2.3327,0.8936,0.894
41.0,2.5406,2.3327,0.8936,0.894
42.0,2.5406,2.3327,0.8936,0.894
43.0,2.5406,2.3327,0.8936,0.894
44.0,2.5406,2.3327,0.8936,0.894
45.0,2.5406,2.3327,0.8936,0.894
46.0,2.5406,2.3327,0.8936,0.894
47.0,2.5406,2.3327,0.8936,0.894
48.0,2.5406,2.3327,0.8936,0.894
49.0,2.5406,2.3327,0.8936,0.894
50.0,2.5406,2.3327,0.8935,0.894
51.0,2.5406,2.3327,0.8935,0.894
52.0,2.5406,2.3327,0.8935,0.894
53.0,2.5406,2.3327,0.8935,0.894
54.0,2.5406,2.3327,0.8935,0.894
55.0,2.5406,2.3327,0.8935,0.894
56.0,2.5406,2.3327,0.8935,0.894
57.0,2.5406,2.3327,0.8935,0.894
58.0,2.5406,2.3327,0.8935,0.894
59.0,2.5406,2.3327,0.8935,0.894
60.0,2.5406,2.3327,0.8935,0.894
61.0,2.5406,2.3327,0.8935,0.894
62.0,2.5406,2.3327,0.8935,0.894
63.0,2.5406,2.3327,0.8935,0.894
64.0,2.5405,2.3327,0.8935,0.894
65.0,2.5405,2.3327,0.8935,0.894
66.0,2.5405,2.3327,0.8935,0.894
67.0,2.5405,2.3327,0.8935,0.894
