iteration,C_train,C_test,train_error,test_error
1.0,2.5006,2.293,0.8632,0.8611
2.0,2.5006,2.293,0.8632,0.8611
3.0,2.5006,2.293,0.8632,0.861
4.0,2.5006,2.293,0.8632,0.861
5.0,2.5006,2.293,0.8632,0.861
6.0,2.5006,2.293,0.8632,0.861
7.0,2.5006,2.293,0.8632,0.861
8.0,2.5006,2.293,0.8632,0.861
9.0,2.5006,2.293,0.8631,0.8609
10.0,2.5006,2.293,0.8631,0.8609
11.0,2.5006,2.2929,0.8631,0.8609
12.0,2.5006,2.2929,0.8632,0.8609
13.0,2.5006,2.2929,0.8632,0.8611
14.0,2.5006,2.2929,0.8632,0.8611
15.0,2.5006,2.2929,0.8632,0.8609
16.0,2.5006,2.2929,0.8632,0.8609
17.0,2.5006,2.2929,0.8632,0.8609
18.0,2.5006,2.2929,0.8632,0.8609
19.0,2.5006,2.2929,0.8632,0.8609
20.0,2.5006,2.2929,0.8632,0.8609
21.0,2.5005,2.2929,0.8632,0.8608
22.0,2.5005,2.2929,0.8632,0.8608
23.0,2.5005,2.2929,0.8632,0.8608
24.0,2.5005,2.2929,0.8632,0.8608
25.0,2.5005,2.2929,0.8632,0.8608
26.0,2.5005,2.2929,0.8633,0.8608
27.0,2.5005,2.2929,0.8633,0.8608
28.0,2.5005,2.2929,0.8633,0.8608
29.0,2.5005,2.2929,0.8634,0.8608
30.0,2.5005,2.2929,0.8633,0.8608
31.0,2.5005,2.2929,0.8634,0.8608
32.0,2.5005,2.2929,0.8633,0.8608
33.0,2.5005,2.2929,0.8633,0.8608
34.0,2.5005,2.2929,0.8634,0.8608
35.0,2.5005,2.2929,0.8634,0.8608
36.0,2.5005,2.2929,0.8634,0.8608
37.0,2.5005,2.2929,0.8633,0.8608
38.0,2.5005,2.2929,0.8633,0.8608
39.0,2.5005,2.2928,0.8633,0.8608
40.0,2.5005,2.2928,0.8633,0.8608
41.0,2.5005,2.2928,0.8634,0.8608
42.0,2.5005,2.2928,0.8633,0.8608
43.0,2.5005,2.2928,0.8634,0.8608
44.0,2.5005,2.2928,0.8633,0.8608
45.0,2.5005,2.2928,0.8633,0.8608
46.0,2.5005,2.2928,0.8633,0.8608
47.0,2.5005,2.2928,0.8633,0.8608
48.0,2.5005,2.2928,0.8633,0.8608
49.0,2.5004,2.2928,0.8634,0.8608
50.0,2.5004,2.2928,0.8633,0.8608
51.0,2.5004,2.2928,0.8633,0.8608
52.0,2.5004,2.2928,0.8633,0.8608
53.0,2.5004,2.2928,0.8633,0.8609
54.0,2.5004,2.2928,0.8633,0.8609
55.0,2.5004,2.2928,0.8633,0.8609
56.0,2.5004,2.2928,0.8633,0.8609
57.0,2.5004,2.2928,0.8633,0.8609
58.0,2.5004,2.2928,0.8633,0.8608
59.0,2.5004,2.2928,0.8633,0.8609
60.0,2.5004,2.2928,0.8633,0.8609
61.0,2.5004,2.2928,0.8632,0.8609
62.0,2.5004,2.2928,0.8632,0.8608
63.0,2.5004,2.2928,0.8632,0.8608
64.0,2.5004,2.2928,0.8632,0.8607
65.0,2.5004,2.2927,0.8632,0.8607
66.0,2.5004,2.2927,0.8632,0.8607
67.0,2.5004,2.2927,0.8632,0.8607
68.0,2.5004,2.2927,0.8631,0.8606
69.0,2.5004,2.2927,0.8632,0.8606
70.0,2.5004,2.2927,0.8632,0.8606
71.0,2.5004,2.2927,0.8632,0.8606
72.0,2.5004,2.2927,0.8632,0.8606
73.0,2.5004,2.2927,0.8631,0.8606
74.0,2.5003,2.2927,0.8631,0.8606
75.0,2.5003,2.2927,0.8631,0.8607
76.0,2.5003,2.2927,0.8631,0.8606
77.0,2.5003,2.2927,0.8632,0.8606
78.0,2.5003,2.2927,0.8631,0.8607
79.0,2.5003,2.2927,0.8631,0.8606
80.0,2.5003,2.2927,0.8631,0.8606
81.0,2.5003,2.2927,0.863,0.8606
