iteration,C_train,C_test,train_error,test_error
1.0,2.518,2.3105,0.9409,0.9387
2.0,2.518,2.3105,0.9409,0.9387
3.0,2.518,2.3105,0.9409,0.9387
4.0,2.518,2.3105,0.9409,0.9387
5.0,2.518,2.3105,0.9409,0.9387
6.0,2.518,2.3104,0.9409,0.9387
7.0,2.518,2.3104,0.9409,0.9387
8.0,2.518,2.3104,0.9409,0.9387
9.0,2.518,2.3104,0.9409,0.9387
10.0,2.518,2.3104,0.9409,0.9387
11.0,2.518,2.3104,0.9409,0.9387
12.0,2.518,2.3104,0.9409,0.9387
13.0,2.518,2.3104,0.9409,0.9387
14.0,2.518,2.3104,0.9409,0.9387
15.0,2.518,2.3104,0.941,0.9387
16.0,2.518,2.3104,0.941,0.9387
17.0,2.518,2.3104,0.941,0.9387
18.0,2.518,2.3104,0.941,0.9387
19.0,2.518,2.3104,0.941,0.9387
20.0,2.518,2.3104,0.941,0.9387
21.0,2.518,2.3104,0.941,0.9387
22.0,2.518,2.3104,0.9409,0.9387
23.0,2.518,2.3104,0.9409,0.9387
24.0,2.518,2.3104,0.9409,0.9387
25.0,2.518,2.3104,0.9409,0.9387
26.0,2.518,2.3104,0.9409,0.9387
27.0,2.518,2.3104,0.9409,0.9387
28.0,2.518,2.3104,0.9409,0.9387
29.0,2.518,2.3104,0.9408,0.9387
30.0,2.5179,2.3104,0.9408,0.9387
31.0,2.5179,2.3104,0.9409,0.9387
32.0,2.5179,2.3104,0.9409,0.9387
33.0,2.5179,2.3104,0.9409,0.9387
34.0,2.5179,2.3104,0.9409,0.9387
35.0,2.5179,2.3103,0.9408,0.9387
36.0,2.5179,2.3103,0.9408,0.9387
37.0,2.5179,2.3103,0.9408,0.9387
38.0,2.5179,2.3103,0.9408,0.9387
39.0,2.5179,2.3103,0.9408,0.9387
40.0,2.5179,2.3103,0.9408,0.9387
41.0,2.5179,2.3103,0.9408,0.9387
42.0,2.5179,2.3103,0.9408,0.9387
43.0,2.5179,2.3103,0.9408,0.9387
44.0,2.5179,2.3103,0.9408,0.9387
45.0,2.5179,2.3103,0.9408,0.9387
46.0,2.5179,2.3103,0.9408,0.9387
47.0,2.5179,2.3103,0.9408,0.9387
48.0,2.5179,2.3103,0.9408,0.9387
49.0,2.5179,2.3103,0.9408,0.9387
50.0,2.5178,2.3103,0.9408,0.9387
51.0,2.5178,2.3103,0.9408,0.9387
52.0,2.5178,2.3103,0.9408,0.9387
53.0,2.5178,2.3103,0.9408,0.9387
54.0,2.5178,2.3103,0.9408,0.9387
55.0,2.5178,2.3103,0.9408,0.9387
56.0,2.5178,2.3103,0.9408,0.9387
57.0,2.5178,2.3103,0.9408,0.9387
58.0,2.5178,2.3103,0.9408,0.9387
59.0,2.5178,2.3103,0.9408,0.9388
60.0,2.5178,2.3103,0.9408,0.9388
61.0,2.5178,2.3102,0.9408,0.9388
62.0,2.5178,2.3102,0.9408,0.9388
63.0,2.5178,2.3102,0.9409,0.9388
64.0,2.5178,2.3102,0.9409,0.9388
65.0,2.5178,2.3102,0.941,0.9388
66.0,2.5178,2.3102,0.941,0.9388
67.0,2.5178,2.3102,0.941,0.9388
68.0,2.5178,2.3102,0.9409,0.9388
