iteration,C_train,C_test,train_error,test_error
1.0,2.519,2.311,0.8891,0.8899
2.0,2.518,2.31,0.8874,0.8874
3.0,2.5171,2.3092,0.8844,0.8837
4.0,2.5162,2.3083,0.885,0.8844
5.0,2.5152,2.3073,0.884,0.8841
6.0,2.5144,2.3065,0.8817,0.881
7.0,2.5134,2.3056,0.8835,0.8842
8.0,2.5128,2.3049,0.8832,0.8841
9.0,2.5119,2.304,0.8808,0.8809
10.0,2.5107,2.3029,0.8777,0.8768
11.0,2.51,2.3022,0.8796,0.8792
12.0,2.5091,2.3013,0.8752,0.8737
13.0,2.5084,2.3006,0.8765,0.876
14.0,2.5076,2.2998,0.8737,0.8726
15.0,2.5067,2.2989,0.8773,0.8764
16.0,2.5059,2.2981,0.8774,0.8768
17.0,2.5052,2.2975,0.8744,0.8729
18.0,2.5044,2.2967,0.871,0.8698
19.0,2.5038,2.2961,0.871,0.8696
20.0,2.503,2.2953,0.8689,0.8671
21.0,2.5025,2.2947,0.8686,0.8658
22.0,2.5016,2.2938,0.8651,0.8623
23.0,2.5008,2.2931,0.8609,0.8592
24.0,2.5,2.2923,0.8564,0.8553
25.0,2.4993,2.2916,0.8575,0.8555
26.0,2.4987,2.2909,0.8574,0.8556
27.0,2.4979,2.2902,0.8575,0.8555
28.0,2.4972,2.2894,0.8604,0.859
29.0,2.4966,2.2889,0.8625,0.861
30.0,2.496,2.2883,0.8578,0.8555
31.0,2.4952,2.2874,0.8596,0.857
32.0,2.4943,2.2865,0.8588,0.8557
33.0,2.4935,2.2857,0.8592,0.8575
34.0,2.4928,2.285,0.8534,0.8521
35.0,2.492,2.2842,0.8466,0.8462
36.0,2.4912,2.2835,0.8412,0.8408
37.0,2.4905,2.2828,0.8384,0.8379
38.0,2.4896,2.2818,0.8373,0.837
39.0,2.4887,2.281,0.8365,0.8356
40.0,2.4879,2.2802,0.8329,0.831
41.0,2.4872,2.2795,0.8312,0.8295
42.0,2.4863,2.2787,0.8278,0.828
43.0,2.4857,2.278,0.8295,0.8292
44.0,2.485,2.2773,0.8281,0.8281
45.0,2.4843,2.2766,0.826,0.8265
46.0,2.4835,2.2758,0.8251,0.8257
47.0,2.4827,2.2751,0.8247,0.8251
48.0,2.482,2.2743,0.8246,0.8251
49.0,2.4813,2.2736,0.8236,0.8244
50.0,2.4806,2.273,0.8219,0.8231
51.0,2.4799,2.2723,0.8223,0.8233
52.0,2.4792,2.2715,0.8215,0.8225
53.0,2.4784,2.2708,0.8211,0.8223
54.0,2.4778,2.2701,0.8197,0.821
55.0,2.4769,2.2693,0.8178,0.8194
56.0,2.4762,2.2685,0.816,0.8174
57.0,2.4755,2.2678,0.813,0.8135
58.0,2.4748,2.2672,0.813,0.8145
59.0,2.4741,2.2665,0.8109,0.8125
60.0,2.4733,2.2657,0.8097,0.8101
61.0,2.4725,2.2649,0.8052,0.8046
62.0,2.4719,2.2643,0.8042,0.8034
63.0,2.4714,2.2637,0.8082,0.8079
64.0,2.4706,2.263,0.8016,0.8023
65.0,2.4699,2.2622,0.8017,0.8003
66.0,2.4692,2.2616,0.8038,0.803
67.0,2.4685,2.2608,0.7957,0.7956
68.0,2.4677,2.2601,0.7932,0.7921
