iteration,cos_a
1.0,0.1283
2.0,0.1663
3.0,0.2118
4.0,0.2451
5.0,0.2653
6.0,0.2758
7.0,0.2937
8.0,0.3031
9.0,0.3215
10.0,0.3263
11.0,0.3503
12.0,0.3694
13.0,0.3864
14.0,0.3953
15.0,0.4206
16.0,0.4309
17.0,0.4336
18.0,0.4401
19.0,0.4723
20.0,0.4754
21.0,0.4723
22.0,0.478
23.0,0.4903
24.0,0.5039
25.0,0.508
26.0,0.5166
27.0,0.5261
28.0,0.5258
29.0,0.5342
30.0,0.5512
31.0,0.5591
32.0,0.548
33.0,0.5469
34.0,0.5477
35.0,0.56
36.0,0.5636
37.0,0.5806
38.0,0.5906
39.0,0.5916
40.0,0.5947
41.0,0.5949
42.0,0.5982
43.0,0.6034
44.0,0.6019
45.0,0.6059
46.0,0.6099
47.0,0.613
48.0,0.6161
49.0,0.624
50.0,0.6311
51.0,0.6313
52.0,0.6403
53.0,0.6413
54.0,0.6442
55.0,0.6527
56.0,0.6567
57.0,0.6652
58.0,0.6654
59.0,0.6725
60.0,0.6733
61.0,0.6756
62.0,0.6742
63.0,0.6707
64.0,0.6722
65.0,0.6725
66.0,0.6762
67.0,0.685
68.0,0.689
69.0,0.69
70.0,0.6986
71.0,0.7025
72.0,0.6995
73.0,0.701
74.0,0.7027
75.0,0.6964
76.0,0.6976
77.0,0.7022
78.0,0.7049
79.0,0.71
80.0,0.7109
81.0,0.7154
82.0,0.7197
83.0,0.7212
84.0,0.7238
85.0,0.7231
86.0,0.7262
87.0,0.7236
88.0,0.7252
89.0,0.7319
90.0,0.7345
91.0,0.7379
92.0,0.7374
93.0,0.7379
94.0,0.7393
95.0,0.7391
96.0,0.7414
97.0,0.7427
98.0,0.7435
99.0,0.7448
100.0,0.7467
101.0,0.7484
102.0,0.7506
103.0,0.7516
104.0,0.7516
105.0,0.7541
106.0,0.7539
107.0,0.7551
108.0,0.7562
109.0,0.7564
110.0,0.7585
111.0,0.7611
112.0,0.763
113.0,0.7649
114.0,0.7661
115.0,0.767
116.0,0.7726
117.0,0.7748
118.0,0.775
119.0,0.7764
120.0,0.7774
121.0,0.7763
122.0,0.7816
123.0,0.7835
124.0,0.7846
125.0,0.784
126.0,0.7858
127.0,0.7869
128.0,0.7866
129.0,0.7901
130.0,0.7902
131.0,0.791
132.0,0.7924
133.0,0.7926
134.0,0.7936
135.0,0.794
136.0,0.7945
137.0,0.7953
138.0,0.7955
139.0,0.7965
140.0,0.7984
141.0,0.7985
142.0,0.7997
143.0,0.798
144.0,0.7987
145.0,0.7984
146.0,0.7984
147.0,0.7975
148.0,0.7978
149.0,0.7978
150.0,0.798
151.0,0.7995
152.0,0.7992
153.0,0.7968
154.0,0.7985
155.0,0.8003
156.0,0.8021
157.0,0.8082
158.0,0.8096
159.0,0.8103
160.0,0.8126
161.0,0.8136
162.0,0.8142
163.0,0.8152
164.0,0.8154
165.0,0.8185
166.0,0.8209
167.0,0.8222
168.0,0.8256
169.0,0.8267
170.0,0.8283
171.0,0.8286
172.0,0.8303
173.0,0.8306
174.0,0.8304
175.0,0.8331
176.0,0.8351
177.0,0.8352
178.0,0.8342
179.0,0.8337
180.0,0.8338
181.0,0.8349
182.0,0.836
183.0,0.8336
184.0,0.8322
185.0,0.8333
186.0,0.8307
187.0,0.8319
188.0,0.8303
189.0,0.8303
190.0,0.8298
191.0,0.8315
192.0,0.8297
193.0,0.829
194.0,0.8304
195.0,0.833
196.0,0.8345
197.0,0.8358
198.0,0.8363
199.0,0.8361
200.0,0.838
201.0,0.838
202.0,0.8404
203.0,0.8405
204.0,0.8406
205.0,0.8409
206.0,0.8428
207.0,0.8437
208.0,0.8439
209.0,0.8446
210.0,0.8449
211.0,0.8458
212.0,0.846
213.0,0.8468
214.0,0.8477
215.0,0.8491
216.0,0.8495
217.0,0.8491
218.0,0.8511
219.0,0.8509
220.0,0.8513
221.0,0.8517
222.0,0.8529
223.0,0.8526
224.0,0.8538
225.0,0.8548
226.0,0.855
227.0,0.8521
228.0,0.8524
229.0,0.8543
230.0,0.8575
231.0,0.8573
232.0,0.8578
233.0,0.8584
234.0,0.8595
235.0,0.8599
236.0,0.8607
237.0,0.8612
238.0,0.8611
239.0,0.8606
240.0,0.861
241.0,0.861
242.0,0.8621
243.0,0.8631
244.0,0.863
245.0,0.8634
246.0,0.8644
247.0,0.8643
248.0,0.865
249.0,0.8634
250.0,0.8624
251.0,0.8629
252.0,0.8629
253.0,0.8633
254.0,0.8628
255.0,0.8633
256.0,0.8644
257.0,0.8655
258.0,0.8661
259.0,0.8666
260.0,0.8673
261.0,0.8689
262.0,0.8684
263.0,0.8692
264.0,0.8704
265.0,0.8709
266.0,0.8709
267.0,0.8711
268.0,0.8711
269.0,0.8713
270.0,0.8717
271.0,0.8716
272.0,0.872
273.0,0.8725
274.0,0.8725
275.0,0.8727
276.0,0.8743
277.0,0.8744
278.0,0.8744
279.0,0.8747
280.0,0.875
281.0,0.876
282.0,0.8767
283.0,0.8784
284.0,0.8795
285.0,0.8801
286.0,0.8802
287.0,0.8806
288.0,0.8812
289.0,0.8812
290.0,0.882
291.0,0.8821
292.0,0.8817
293.0,0.8821
294.0,0.883
295.0,0.8835
296.0,0.8837
297.0,0.8841
298.0,0.8835
299.0,0.8829
300.0,0.8834
301.0,0.8851
302.0,0.8852
303.0,0.8853
304.0,0.8854
305.0,0.8856
306.0,0.884
307.0,0.8844
308.0,0.8844
309.0,0.885
310.0,0.8852
311.0,0.8851
312.0,0.8854
313.0,0.8846
314.0,0.8843
315.0,0.8845
316.0,0.8849
317.0,0.8851
318.0,0.8852
319.0,0.8849
320.0,0.8869
321.0,0.888
322.0,0.8885
323.0,0.8895
324.0,0.8911
325.0,0.8922
326.0,0.8927
327.0,0.8932
328.0,0.8933
329.0,0.8935
330.0,0.8932
331.0,0.8945
332.0,0.895
333.0,0.8956
334.0,0.8963
335.0,0.8957
336.0,0.8958
337.0,0.8957
338.0,0.8956
339.0,0.8966
340.0,0.8965
341.0,0.8967
342.0,0.8973
343.0,0.8974
344.0,0.8976
345.0,0.8986
346.0,0.8992
347.0,0.8982
348.0,0.8986
349.0,0.899
350.0,0.8991
351.0,0.9
352.0,0.8995
353.0,0.8994
354.0,0.9002
355.0,0.8988
356.0,0.8985
357.0,0.899
358.0,0.8987
359.0,0.8985
360.0,0.8986
361.0,0.8989
362.0,0.8991
363.0,0.9021
364.0,0.9031
365.0,0.9034
366.0,0.9033
367.0,0.9036
368.0,0.9033
369.0,0.9029
370.0,0.9027
371.0,0.9029
372.0,0.903
373.0,0.9029
374.0,0.9029
375.0,0.903
376.0,0.9035
377.0,0.9036
378.0,0.9037
379.0,0.9026
380.0,0.9029
381.0,0.9035
382.0,0.9042
383.0,0.9036
384.0,0.9037
385.0,0.9041
386.0,0.9048
387.0,0.905
388.0,0.9051
389.0,0.9054
390.0,0.906
391.0,0.9068
392.0,0.9071
393.0,0.907
394.0,0.9067
395.0,0.9068
396.0,0.907
397.0,0.906
398.0,0.9059
399.0,0.9061
400.0,0.9066
401.0,0.9074
402.0,0.9074
403.0,0.9075
404.0,0.9078
405.0,0.9078
406.0,0.9081
407.0,0.9085
408.0,0.9086
409.0,0.9097
410.0,0.9093
411.0,0.9097
412.0,0.9098
413.0,0.9104
414.0,0.911
415.0,0.912
416.0,0.9119
417.0,0.9131
418.0,0.9125
419.0,0.9131
420.0,0.9133
421.0,0.9133
422.0,0.9133
423.0,0.9133
424.0,0.913
425.0,0.9131
426.0,0.9133
427.0,0.9129
428.0,0.914
429.0,0.9142
430.0,0.9142
431.0,0.9143
432.0,0.9144
433.0,0.9155
434.0,0.9162
435.0,0.9174
436.0,0.9178
437.0,0.9183
438.0,0.9179
439.0,0.9172
440.0,0.9171
441.0,0.917
442.0,0.9178
443.0,0.9173
444.0,0.9174
445.0,0.9184
446.0,0.9181
447.0,0.9177
448.0,0.9183
449.0,0.9179
450.0,0.918
451.0,0.9195
452.0,0.92
453.0,0.9201
454.0,0.9205
455.0,0.9206
456.0,0.9205
457.0,0.9203
458.0,0.9203
459.0,0.9204
460.0,0.9205
461.0,0.9206
462.0,0.9206
463.0,0.9206
464.0,0.9217
465.0,0.9219
466.0,0.9221
467.0,0.9227
468.0,0.9228
469.0,0.9226
470.0,0.9224
471.0,0.9226
472.0,0.9234
473.0,0.9239
474.0,0.9238
475.0,0.9246
476.0,0.9259
477.0,0.926
478.0,0.9261
479.0,0.9265
480.0,0.927
481.0,0.9269
482.0,0.9271
483.0,0.9268
484.0,0.9271
485.0,0.9276
486.0,0.9279
487.0,0.928
488.0,0.9286
489.0,0.9292
490.0,0.9293
491.0,0.9292
492.0,0.9292
493.0,0.9295
494.0,0.93
495.0,0.9301
496.0,0.9303
497.0,0.9304
498.0,0.931
499.0,0.9311
500.0,0.9315
501.0,0.9319
502.0,0.9318
503.0,0.9321
504.0,0.9319
505.0,0.932
506.0,0.932
507.0,0.9318
508.0,0.9317
509.0,0.9317
510.0,0.9315
511.0,0.9317
512.0,0.9314
513.0,0.9315
514.0,0.9318
515.0,0.9323
516.0,0.9329
517.0,0.9334
518.0,0.9341
519.0,0.9346
520.0,0.9346
521.0,0.935
522.0,0.9351
523.0,0.935
524.0,0.9352
525.0,0.9352
526.0,0.9349
527.0,0.9351
528.0,0.9351
529.0,0.9347
530.0,0.9349
531.0,0.9352
532.0,0.9357
533.0,0.9346
534.0,0.9342
535.0,0.9335
536.0,0.9336
537.0,0.9347
538.0,0.9347
539.0,0.9347
540.0,0.9346
541.0,0.9348
542.0,0.9349
543.0,0.9348
544.0,0.9349
545.0,0.9349
546.0,0.9355
547.0,0.9359
548.0,0.9362
549.0,0.9361
550.0,0.9361
551.0,0.9361
552.0,0.9356
553.0,0.9358
554.0,0.9359
555.0,0.9359
556.0,0.9354
557.0,0.9355
558.0,0.9363
559.0,0.9364
560.0,0.9367
561.0,0.937
562.0,0.9369
563.0,0.937
564.0,0.9369
565.0,0.9372
566.0,0.9373
567.0,0.9377
568.0,0.9377
569.0,0.9364
570.0,0.9367
571.0,0.9371
572.0,0.9371
573.0,0.9372
574.0,0.9372
575.0,0.9373
576.0,0.9376
577.0,0.9373
578.0,0.9372
579.0,0.9372
580.0,0.9381
581.0,0.9383
582.0,0.9381
583.0,0.9387
584.0,0.9386
585.0,0.9387
586.0,0.9381
587.0,0.9378
588.0,0.9377
589.0,0.938
590.0,0.9381
591.0,0.939
592.0,0.9391
593.0,0.9397
594.0,0.9397
595.0,0.9397
596.0,0.9405
597.0,0.9407
598.0,0.9404
599.0,0.9403
600.0,0.94
601.0,0.9398
602.0,0.9392
603.0,0.9392
604.0,0.9394
605.0,0.9393
606.0,0.9394
607.0,0.9394
608.0,0.9397
609.0,0.9399
610.0,0.94
611.0,0.9401
612.0,0.9399
613.0,0.9401
614.0,0.9399
615.0,0.9399
616.0,0.9399
617.0,0.94
618.0,0.9396
619.0,0.9398
620.0,0.9398
621.0,0.9398
622.0,0.9399
623.0,0.94
624.0,0.9395
625.0,0.9401
626.0,0.9406
627.0,0.9404
628.0,0.9405
629.0,0.9403
630.0,0.9398
631.0,0.9399
632.0,0.9399
633.0,0.9402
634.0,0.9417
635.0,0.9413
636.0,0.9417
637.0,0.9417
638.0,0.9417
639.0,0.9419
640.0,0.9422
641.0,0.9425
642.0,0.9425
643.0,0.9424
644.0,0.9425
645.0,0.942
646.0,0.9421
647.0,0.9421
648.0,0.9419
649.0,0.9421
650.0,0.9423
651.0,0.9426
652.0,0.9426
653.0,0.9429
654.0,0.9431
655.0,0.9433
656.0,0.9434
657.0,0.9433
658.0,0.9433
659.0,0.9434
660.0,0.9433
661.0,0.9434
662.0,0.9434
663.0,0.9435
664.0,0.9434
665.0,0.9435
666.0,0.9436
667.0,0.9437
668.0,0.9438
669.0,0.9438
670.0,0.9438
671.0,0.9442
672.0,0.9441
673.0,0.9444
674.0,0.9447
675.0,0.9451
676.0,0.9455
677.0,0.9453
678.0,0.9449
679.0,0.945
680.0,0.9453
681.0,0.9453
682.0,0.9453
683.0,0.9451
684.0,0.9452
685.0,0.9454
686.0,0.9454
687.0,0.9455
688.0,0.9453
689.0,0.945
690.0,0.9451
691.0,0.9458
692.0,0.946
693.0,0.9462
694.0,0.9459
695.0,0.946
696.0,0.946
697.0,0.9463
698.0,0.9464
699.0,0.9464
700.0,0.9463
701.0,0.946
702.0,0.946
703.0,0.9459
704.0,0.9459
705.0,0.9458
706.0,0.9461
707.0,0.9461
708.0,0.9463
709.0,0.9463
710.0,0.9462
711.0,0.9464
712.0,0.9464
713.0,0.9466
714.0,0.947
715.0,0.9469
716.0,0.947
717.0,0.9472
718.0,0.9471
719.0,0.9471
720.0,0.9468
721.0,0.947
722.0,0.947
723.0,0.9476
724.0,0.9477
725.0,0.9483
726.0,0.9485
727.0,0.9485
728.0,0.9488
729.0,0.9488
730.0,0.9487
731.0,0.9487
732.0,0.9488
733.0,0.949
734.0,0.949
735.0,0.9491
736.0,0.9492
737.0,0.9493
738.0,0.949
739.0,0.9487
740.0,0.9485
741.0,0.949
742.0,0.9489
743.0,0.9492
744.0,0.9494
745.0,0.9493
746.0,0.9497
747.0,0.9499
748.0,0.9497
749.0,0.9499
750.0,0.9499
751.0,0.9499
752.0,0.95
753.0,0.95
754.0,0.9501
755.0,0.9502
756.0,0.9503
757.0,0.9509
758.0,0.9509
759.0,0.9509
760.0,0.9511
761.0,0.951
762.0,0.9511
763.0,0.9513
764.0,0.9513
765.0,0.9515
766.0,0.9516
767.0,0.9522
768.0,0.9523
769.0,0.9523
770.0,0.9523
771.0,0.9526
772.0,0.9526
773.0,0.9525
774.0,0.9531
775.0,0.9532
776.0,0.9535
777.0,0.9538
778.0,0.9536
779.0,0.9537
780.0,0.9538
781.0,0.9541
782.0,0.9544
783.0,0.9544
784.0,0.9545
785.0,0.9544
786.0,0.9545
787.0,0.9548
788.0,0.9548
789.0,0.9548
790.0,0.9548
791.0,0.9549
792.0,0.9549
793.0,0.9549
794.0,0.9553
795.0,0.9547
796.0,0.9547
797.0,0.9551
798.0,0.9551
799.0,0.9554
800.0,0.9553
801.0,0.9553
802.0,0.9552
803.0,0.9545
804.0,0.9546
805.0,0.9547
806.0,0.9546
807.0,0.9545
808.0,0.9542
809.0,0.9544
810.0,0.9546
811.0,0.9547
812.0,0.9547
813.0,0.9546
814.0,0.9543
815.0,0.9544
816.0,0.9549
817.0,0.955
818.0,0.9546
819.0,0.9545
820.0,0.9545
821.0,0.9547
822.0,0.9547
823.0,0.9548
824.0,0.9548
825.0,0.9548
826.0,0.9546
827.0,0.9545
828.0,0.9551
829.0,0.9551
830.0,0.9551
831.0,0.955
832.0,0.9553
833.0,0.9551
834.0,0.9551
835.0,0.9556
836.0,0.956
837.0,0.9558
838.0,0.9559
839.0,0.9559
840.0,0.9559
841.0,0.9561
842.0,0.9564
843.0,0.9561
844.0,0.9559
845.0,0.9559
846.0,0.9558
847.0,0.9558
848.0,0.9558
849.0,0.9559
850.0,0.9559
851.0,0.9561
852.0,0.9561
853.0,0.9562
854.0,0.9559
855.0,0.9561
856.0,0.9561
857.0,0.9561
858.0,0.9553
859.0,0.9557
860.0,0.9558
861.0,0.9559
862.0,0.9565
863.0,0.9566
864.0,0.9567
865.0,0.9567
866.0,0.9568
867.0,0.9567
868.0,0.9567
869.0,0.9567
870.0,0.9567
871.0,0.9566
872.0,0.9569
873.0,0.957
874.0,0.957
875.0,0.9568
876.0,0.9569
877.0,0.957
878.0,0.957
879.0,0.957
880.0,0.957
881.0,0.957
882.0,0.9572
883.0,0.9573
884.0,0.9572
885.0,0.957
886.0,0.9568
887.0,0.9567
888.0,0.9567
889.0,0.9565
890.0,0.9566
891.0,0.957
892.0,0.957
893.0,0.9573
894.0,0.9573
895.0,0.9573
896.0,0.9573
897.0,0.9573
898.0,0.9576
899.0,0.9575
900.0,0.9576
901.0,0.9575
902.0,0.9574
903.0,0.9574
904.0,0.9574
905.0,0.9576
906.0,0.9577
907.0,0.9579
908.0,0.958
909.0,0.9585
910.0,0.9583
911.0,0.9581
912.0,0.9583
913.0,0.9581
914.0,0.9583
915.0,0.9583
