iteration,cos_a
1.0,0.0092
2.0,0.0136
3.0,0.0146
4.0,0.0158
5.0,0.0172
6.0,0.0176
7.0,0.0176
8.0,0.0184
9.0,0.0204
10.0,0.0214
11.0,0.0222
12.0,0.0238
13.0,0.0238
14.0,0.0239
15.0,0.0242
16.0,0.0249
17.0,0.0252
18.0,0.0261
19.0,0.0269
20.0,0.0273
21.0,0.0285
22.0,0.0295
23.0,0.0302
24.0,0.0306
25.0,0.0313
26.0,0.0316
27.0,0.0323
28.0,0.0338
29.0,0.0349
30.0,0.0355
31.0,0.0364
32.0,0.0374
33.0,0.0379
34.0,0.0387
35.0,0.0389
36.0,0.039
37.0,0.0396
38.0,0.0403
39.0,0.0407
40.0,0.0412
41.0,0.0418
42.0,0.0428
43.0,0.0433
44.0,0.0438
45.0,0.0441
46.0,0.0446
47.0,0.0452
48.0,0.0461
49.0,0.0467
50.0,0.0469
51.0,0.0472
52.0,0.0476
53.0,0.0486
54.0,0.049
55.0,0.0498
56.0,0.0503
57.0,0.0512
58.0,0.0516
59.0,0.0519
60.0,0.0524
61.0,0.0525
62.0,0.0528
63.0,0.0538
64.0,0.0543
65.0,0.0548
66.0,0.055
67.0,0.0556
68.0,0.0564
69.0,0.0568
70.0,0.0569
71.0,0.0571
72.0,0.0577
73.0,0.0579
74.0,0.0584
75.0,0.0588
76.0,0.0591
77.0,0.0593
78.0,0.06
79.0,0.0606
80.0,0.0612
81.0,0.0619
82.0,0.0625
83.0,0.0628
84.0,0.0629
85.0,0.0632
86.0,0.0636
87.0,0.0638
88.0,0.0646
89.0,0.0649
90.0,0.0652
91.0,0.0653
92.0,0.0661
93.0,0.0666
94.0,0.0669
95.0,0.0673
96.0,0.0675
97.0,0.0679
98.0,0.0685
99.0,0.0688
100.0,0.0692
101.0,0.0696
102.0,0.07
103.0,0.0703
104.0,0.071
105.0,0.0713
106.0,0.0716
107.0,0.0719
108.0,0.0723
109.0,0.0726
110.0,0.0729
111.0,0.0731
112.0,0.0734
113.0,0.0739
114.0,0.0742
115.0,0.0744
116.0,0.0747
117.0,0.0749
118.0,0.0756
119.0,0.0764
120.0,0.0771
121.0,0.0778
122.0,0.0779
123.0,0.0782
124.0,0.0783
125.0,0.0785
126.0,0.079
127.0,0.0792
128.0,0.0793
129.0,0.0796
130.0,0.08
131.0,0.0802
132.0,0.0804
133.0,0.0806
134.0,0.081
135.0,0.0812
136.0,0.0817
137.0,0.0818
138.0,0.0823
139.0,0.0825
140.0,0.0828
141.0,0.0831
142.0,0.0832
143.0,0.0835
144.0,0.0838
145.0,0.084
146.0,0.0843
147.0,0.0846
148.0,0.0848
149.0,0.0854
150.0,0.0857
151.0,0.0862
152.0,0.0864
153.0,0.0867
154.0,0.0872
155.0,0.0873
156.0,0.0875
157.0,0.0876
158.0,0.0878
159.0,0.0881
160.0,0.0885
161.0,0.0888
162.0,0.0893
163.0,0.0895
164.0,0.0896
165.0,0.0898
166.0,0.0901
167.0,0.0904
168.0,0.0905
169.0,0.0906
170.0,0.0909
171.0,0.091
172.0,0.0914
173.0,0.0916
174.0,0.0919
175.0,0.0921
176.0,0.0923
177.0,0.0925
178.0,0.093
179.0,0.0931
180.0,0.0933
181.0,0.0934
182.0,0.0939
183.0,0.094
184.0,0.0942
185.0,0.0945
186.0,0.0948
187.0,0.0953
188.0,0.0955
189.0,0.0959
190.0,0.0962
191.0,0.0966
192.0,0.0969
193.0,0.097
194.0,0.0972
195.0,0.0974
196.0,0.0975
197.0,0.0981
198.0,0.0984
199.0,0.0986
200.0,0.0989
201.0,0.0993
202.0,0.0997
203.0,0.0999
204.0,0.1001
205.0,0.1002
206.0,0.1004
207.0,0.1006
208.0,0.1011
209.0,0.1012
210.0,0.1014
211.0,0.1017
212.0,0.1018
213.0,0.1021
214.0,0.1024
215.0,0.1027
216.0,0.1029
217.0,0.1031
218.0,0.1033
219.0,0.1034
220.0,0.1035
221.0,0.1036
222.0,0.1037
223.0,0.1039
224.0,0.1041
225.0,0.1043
226.0,0.1046
227.0,0.1047
228.0,0.1053
229.0,0.1055
230.0,0.1056
231.0,0.1058
232.0,0.1061
233.0,0.1063
234.0,0.1064
235.0,0.1068
236.0,0.1068
237.0,0.107
238.0,0.1071
239.0,0.1073
240.0,0.1078
241.0,0.1082
242.0,0.1084
243.0,0.1086
244.0,0.1088
245.0,0.109
246.0,0.1091
247.0,0.1093
248.0,0.1094
249.0,0.1096
250.0,0.1101
251.0,0.1103
252.0,0.1104
253.0,0.1106
254.0,0.1109
255.0,0.111
256.0,0.1111
257.0,0.1112
258.0,0.1113
259.0,0.1116
260.0,0.1117
261.0,0.1121
262.0,0.1124
263.0,0.1126
264.0,0.1127
265.0,0.1129
266.0,0.113
267.0,0.113
268.0,0.1132
269.0,0.1133
270.0,0.1136
271.0,0.1139
272.0,0.1141
273.0,0.1142
274.0,0.1144
275.0,0.1152
276.0,0.1153
277.0,0.1155
278.0,0.1157
279.0,0.1159
280.0,0.1164
