iteration,cos_a
1.0,0.0095
2.0,0.0123
3.0,0.0133
4.0,0.0148
5.0,0.0172
6.0,0.0187
7.0,0.0189
8.0,0.0202
9.0,0.0207
10.0,0.0216
11.0,0.0235
12.0,0.0238
13.0,0.0261
14.0,0.0266
15.0,0.0272
16.0,0.0278
17.0,0.0284
18.0,0.0287
19.0,0.0303
20.0,0.0312
21.0,0.0315
22.0,0.0319
23.0,0.0324
24.0,0.0329
25.0,0.0334
26.0,0.0342
27.0,0.0349
28.0,0.035
29.0,0.0354
30.0,0.0364
31.0,0.0368
32.0,0.0372
33.0,0.0377
34.0,0.0384
35.0,0.0392
36.0,0.0396
37.0,0.0401
38.0,0.0407
39.0,0.0413
40.0,0.0415
41.0,0.0419
42.0,0.0424
43.0,0.0432
44.0,0.0434
45.0,0.044
46.0,0.0441
47.0,0.0445
48.0,0.0447
49.0,0.0448
50.0,0.0458
51.0,0.0465
52.0,0.0469
53.0,0.0475
54.0,0.0479
55.0,0.0482
56.0,0.0487
57.0,0.049
58.0,0.0494
59.0,0.0496
60.0,0.0498
61.0,0.0499
62.0,0.0505
63.0,0.0509
64.0,0.0511
65.0,0.0514
66.0,0.0516
67.0,0.0521
68.0,0.0526
69.0,0.0528
70.0,0.053
71.0,0.0534
72.0,0.054
73.0,0.0543
74.0,0.0546
75.0,0.0548
76.0,0.0549
77.0,0.0553
78.0,0.0563
79.0,0.0566
80.0,0.057
81.0,0.0574
82.0,0.0576
83.0,0.058
84.0,0.0583
85.0,0.0586
86.0,0.059
87.0,0.0593
88.0,0.0596
89.0,0.0599
90.0,0.0604
91.0,0.0605
92.0,0.0609
93.0,0.0612
94.0,0.0614
95.0,0.0617
96.0,0.062
97.0,0.0621
98.0,0.0624
99.0,0.0625
100.0,0.0628
101.0,0.0632
102.0,0.0636
103.0,0.0647
104.0,0.0652
105.0,0.0654
106.0,0.0659
107.0,0.0667
108.0,0.0668
109.0,0.0674
110.0,0.0676
111.0,0.0677
112.0,0.0678
113.0,0.0684
114.0,0.0685
115.0,0.0689
116.0,0.069
117.0,0.0693
118.0,0.0699
119.0,0.0705
120.0,0.0707
121.0,0.0708
122.0,0.0709
123.0,0.0711
124.0,0.0715
125.0,0.072
126.0,0.0722
127.0,0.0723
128.0,0.0724
129.0,0.0726
130.0,0.0727
131.0,0.0732
132.0,0.0737
133.0,0.074
134.0,0.0742
135.0,0.0746
136.0,0.0748
137.0,0.0752
138.0,0.0754
139.0,0.0757
140.0,0.0759
141.0,0.076
142.0,0.0761
143.0,0.0762
144.0,0.0767
145.0,0.0769
146.0,0.0773
147.0,0.0781
148.0,0.0783
149.0,0.0785
150.0,0.0793
151.0,0.0799
152.0,0.0802
153.0,0.0803
154.0,0.0807
155.0,0.0808
156.0,0.081
157.0,0.0811
158.0,0.0812
159.0,0.0814
160.0,0.082
161.0,0.0822
162.0,0.0825
163.0,0.0828
164.0,0.0831
165.0,0.0833
166.0,0.0834
