iteration,cos_a
1.0,0.0068
2.0,0.0073
3.0,0.0085
4.0,0.0111
5.0,0.0123
6.0,0.0139
7.0,0.0147
8.0,0.0173
9.0,0.0188
10.0,0.0193
11.0,0.02
12.0,0.0208
13.0,0.0212
14.0,0.0228
15.0,0.0243
16.0,0.0248
17.0,0.0264
18.0,0.0267
19.0,0.0286
20.0,0.0294
21.0,0.0311
22.0,0.0314
23.0,0.0317
24.0,0.0319
25.0,0.0333
26.0,0.0337
27.0,0.034
28.0,0.0346
29.0,0.036
30.0,0.0369
31.0,0.0377
32.0,0.0379
33.0,0.0381
34.0,0.0387
35.0,0.0394
36.0,0.04
37.0,0.0402
38.0,0.0407
39.0,0.0413
40.0,0.0416
41.0,0.0426
42.0,0.0438
43.0,0.0444
44.0,0.0451
45.0,0.0455
46.0,0.0461
47.0,0.0474
48.0,0.0477
49.0,0.0481
50.0,0.0484
51.0,0.049
52.0,0.0494
53.0,0.0506
54.0,0.0514
55.0,0.0517
56.0,0.052
57.0,0.0529
58.0,0.0535
59.0,0.054
60.0,0.0546
61.0,0.0549
62.0,0.055
63.0,0.0554
64.0,0.0555
65.0,0.056
66.0,0.0565
67.0,0.0566
68.0,0.057
69.0,0.0575
70.0,0.058
71.0,0.0592
72.0,0.0597
73.0,0.0605
74.0,0.0609
75.0,0.0615
76.0,0.0618
77.0,0.0621
78.0,0.0627
79.0,0.0634
80.0,0.0639
81.0,0.0641
82.0,0.0645
83.0,0.0647
84.0,0.0649
85.0,0.0653
86.0,0.0655
87.0,0.0657
88.0,0.0661
89.0,0.0664
90.0,0.0669
91.0,0.0671
92.0,0.0673
93.0,0.0675
94.0,0.0678
95.0,0.068
96.0,0.0682
97.0,0.0684
98.0,0.0687
99.0,0.0691
100.0,0.0697
101.0,0.0698
102.0,0.0703
103.0,0.0708
104.0,0.0711
105.0,0.0714
106.0,0.0718
107.0,0.0721
108.0,0.0725
109.0,0.0729
110.0,0.0731
111.0,0.0736
112.0,0.074
113.0,0.0746
114.0,0.0749
115.0,0.0755
116.0,0.0756
117.0,0.076
118.0,0.0766
119.0,0.0771
120.0,0.0773
121.0,0.0775
122.0,0.0777
123.0,0.0778
124.0,0.0781
125.0,0.0783
126.0,0.0786
127.0,0.0791
128.0,0.0793
129.0,0.0795
130.0,0.0796
131.0,0.0799
132.0,0.0801
133.0,0.0802
134.0,0.0805
135.0,0.0808
136.0,0.081
137.0,0.0811
138.0,0.0812
139.0,0.0814
140.0,0.0818
141.0,0.082
142.0,0.0822
143.0,0.0824
144.0,0.0826
145.0,0.0828
146.0,0.0832
147.0,0.0833
148.0,0.0835
149.0,0.0839
150.0,0.0844
151.0,0.0845
152.0,0.0847
153.0,0.0849
154.0,0.0852
155.0,0.0858
156.0,0.0861
157.0,0.0862
158.0,0.0864
159.0,0.0867
160.0,0.0871
161.0,0.0875
162.0,0.0877
163.0,0.088
164.0,0.0882
165.0,0.0884
166.0,0.0887
167.0,0.0889
168.0,0.089
169.0,0.0893
170.0,0.0899
171.0,0.09
172.0,0.0902
173.0,0.0909
174.0,0.0911
175.0,0.0914
176.0,0.0918
177.0,0.0921
178.0,0.0924
179.0,0.0929
180.0,0.0932
181.0,0.0933
182.0,0.0935
183.0,0.0938
184.0,0.094
185.0,0.094
186.0,0.0943
187.0,0.0944
188.0,0.0947
189.0,0.095
190.0,0.0953
191.0,0.0956
192.0,0.0957
193.0,0.0961
194.0,0.0962
195.0,0.0963
196.0,0.0964
197.0,0.0968
198.0,0.097
199.0,0.0975
200.0,0.0978
201.0,0.098
202.0,0.0988
203.0,0.099
204.0,0.0993
205.0,0.0995
206.0,0.0997
207.0,0.0999
208.0,0.1003
209.0,0.1006
210.0,0.1007
211.0,0.1008
212.0,0.101
213.0,0.1011
214.0,0.1012
215.0,0.1013
216.0,0.1015
217.0,0.1016
218.0,0.1017
219.0,0.102
220.0,0.1023
221.0,0.1025
222.0,0.1026
223.0,0.1029
224.0,0.103
225.0,0.1032
226.0,0.1033
227.0,0.1035
228.0,0.104
229.0,0.1043
230.0,0.1044
231.0,0.1045
232.0,0.1047
233.0,0.1053
234.0,0.1054
235.0,0.1056
236.0,0.106
237.0,0.1061
238.0,0.1065
239.0,0.1069
240.0,0.1072
241.0,0.1073
242.0,0.1079
243.0,0.1081
244.0,0.1081
245.0,0.1082
246.0,0.1085
247.0,0.1087
248.0,0.1089
249.0,0.1091
250.0,0.1092
251.0,0.1093
252.0,0.1094
253.0,0.1096
254.0,0.1099
255.0,0.1102
256.0,0.1103
257.0,0.1105
258.0,0.1105
259.0,0.1107
260.0,0.1109
261.0,0.111
262.0,0.1113
263.0,0.1114
264.0,0.1119
265.0,0.112
266.0,0.1122
267.0,0.1123
268.0,0.1125
269.0,0.1128
270.0,0.113
271.0,0.1131
272.0,0.1134
273.0,0.1135
274.0,0.1139
275.0,0.1142
276.0,0.1146
277.0,0.1147
278.0,0.1149
279.0,0.1153
280.0,0.1157
281.0,0.1159
282.0,0.116
283.0,0.1163
284.0,0.1165
285.0,0.1167
286.0,0.1168
287.0,0.117
288.0,0.1172
289.0,0.1174
290.0,0.1178
291.0,0.1181
292.0,0.1183
293.0,0.1184
294.0,0.1186
295.0,0.1188
296.0,0.119
297.0,0.1193
298.0,0.1194
299.0,0.1196
300.0,0.1199
301.0,0.1202
302.0,0.1202
303.0,0.1205
304.0,0.1207
305.0,0.1209
306.0,0.121
307.0,0.1213
308.0,0.1217
309.0,0.1218
310.0,0.1218
311.0,0.122
312.0,0.1221
313.0,0.1222
314.0,0.1224
315.0,0.1226
316.0,0.1226
317.0,0.1228
318.0,0.1231
319.0,0.1232
320.0,0.1233
321.0,0.1234
322.0,0.1235
323.0,0.1238
324.0,0.124
325.0,0.1243
326.0,0.1244
327.0,0.1245
328.0,0.1246
329.0,0.1248
330.0,0.1249
331.0,0.1252
332.0,0.1255
333.0,0.1256
334.0,0.1258
335.0,0.126
336.0,0.1262
337.0,0.1263
338.0,0.1265
339.0,0.1267
340.0,0.1269
341.0,0.1271
342.0,0.1274
343.0,0.1276
344.0,0.1277
345.0,0.1278
346.0,0.128
347.0,0.1282
348.0,0.1282
349.0,0.1284
350.0,0.1285
351.0,0.1286
352.0,0.1287
353.0,0.1292
354.0,0.1295
355.0,0.1296
356.0,0.1297
357.0,0.13
358.0,0.1301
359.0,0.1302
360.0,0.1304
361.0,0.1305
362.0,0.1306
363.0,0.1308
364.0,0.1311
365.0,0.1313
366.0,0.1316
367.0,0.1319
368.0,0.132
369.0,0.1322
370.0,0.1324
371.0,0.1326
