iteration,cos_a
1.0,0.0144
2.0,0.0121
3.0,0.0219
4.0,0.0397
5.0,0.0461
6.0,0.0388
7.0,0.0352
8.0,0.0414
9.0,0.0456
10.0,0.0491
11.0,0.0475
12.0,0.0356
13.0,0.0377
14.0,0.0345
15.0,0.0346
16.0,0.0388
17.0,0.0494
18.0,0.0477
19.0,0.0498
20.0,0.0548
21.0,0.0572
22.0,0.0586
23.0,0.0479
24.0,0.0415
25.0,0.0414
26.0,0.0525
27.0,0.048
28.0,0.0469
29.0,0.0509
30.0,0.0502
31.0,0.0583
32.0,0.0623
33.0,0.0638
34.0,0.0647
35.0,0.0591
36.0,0.0604
37.0,0.0649
38.0,0.0626
39.0,0.0634
40.0,0.0655
41.0,0.0665
42.0,0.0675
43.0,0.0695
44.0,0.0685
45.0,0.0669
46.0,0.0702
47.0,0.0715
48.0,0.0749
49.0,0.0787
50.0,0.0837
51.0,0.0866
52.0,0.0888
53.0,0.0841
54.0,0.0865
55.0,0.086
56.0,0.0861
57.0,0.0833
58.0,0.0811
59.0,0.0827
60.0,0.0855
61.0,0.0878
62.0,0.0906
63.0,0.0945
64.0,0.0953
65.0,0.0931
66.0,0.0923
67.0,0.095
68.0,0.0996
69.0,0.1
70.0,0.1061
71.0,0.1085
72.0,0.1129
73.0,0.1128
74.0,0.1117
75.0,0.1131
76.0,0.1138
77.0,0.1165
78.0,0.1187
79.0,0.1184
80.0,0.1175
81.0,0.1152
82.0,0.1164
83.0,0.1169
84.0,0.1165
85.0,0.1183
86.0,0.118
87.0,0.1172
88.0,0.1176
89.0,0.121
90.0,0.1216
91.0,0.1206
92.0,0.1208
93.0,0.1242
94.0,0.1294
95.0,0.1347
96.0,0.1382
97.0,0.1443
98.0,0.1436
99.0,0.1448
100.0,0.1438
101.0,0.1458
102.0,0.1473
103.0,0.1475
104.0,0.1486
105.0,0.1499
106.0,0.15
107.0,0.1504
108.0,0.1503
109.0,0.1519
110.0,0.1515
111.0,0.1506
112.0,0.1445
113.0,0.1442
114.0,0.1469
115.0,0.1481
116.0,0.148
117.0,0.1505
118.0,0.1485
119.0,0.1476
120.0,0.15
121.0,0.1505
122.0,0.1518
123.0,0.1525
124.0,0.1522
125.0,0.153
126.0,0.1537
127.0,0.1555
128.0,0.1555
129.0,0.1549
130.0,0.1569
131.0,0.1568
132.0,0.1569
133.0,0.1545
134.0,0.1541
135.0,0.1546
136.0,0.1563
137.0,0.1611
138.0,0.1624
139.0,0.1618
140.0,0.1615
141.0,0.1634
142.0,0.1632
143.0,0.1649
144.0,0.1653
145.0,0.1667
146.0,0.1656
147.0,0.1652
148.0,0.1684
149.0,0.1717
150.0,0.1716
151.0,0.175
152.0,0.1741
153.0,0.1752
154.0,0.1755
155.0,0.1767
156.0,0.1811
157.0,0.1838
158.0,0.1849
159.0,0.1828
160.0,0.183
161.0,0.184
162.0,0.1818
163.0,0.1818
164.0,0.183
165.0,0.1833
166.0,0.1859
167.0,0.1861
168.0,0.1873
169.0,0.1858
170.0,0.1882
171.0,0.1896
172.0,0.1883
173.0,0.1903
174.0,0.1897
175.0,0.1935
176.0,0.1953
177.0,0.1969
178.0,0.1972
179.0,0.1978
180.0,0.1994
181.0,0.1987
182.0,0.1986
183.0,0.2019
184.0,0.2011
185.0,0.2007
186.0,0.2005
187.0,0.2007
188.0,0.2004
189.0,0.2025
190.0,0.2029
191.0,0.2037
192.0,0.2027
193.0,0.2021
194.0,0.2037
195.0,0.2027
196.0,0.2029
197.0,0.2032
198.0,0.2035
199.0,0.2007
200.0,0.2
201.0,0.2013
202.0,0.2012
203.0,0.201
204.0,0.2039
205.0,0.2037
206.0,0.2014
207.0,0.2002
208.0,0.2
209.0,0.1996
210.0,0.1993
211.0,0.1986
212.0,0.1988
213.0,0.1986
214.0,0.1996
215.0,0.1997
216.0,0.1991
217.0,0.1974
218.0,0.1983
219.0,0.1977
220.0,0.1995
221.0,0.1998
222.0,0.1997
223.0,0.201
224.0,0.203
225.0,0.2026
226.0,0.2037
227.0,0.2021
228.0,0.2026
229.0,0.2041
230.0,0.2065
231.0,0.207
232.0,0.208
233.0,0.2086
234.0,0.2098
235.0,0.2093
236.0,0.2128
237.0,0.212
238.0,0.2126
239.0,0.2102
240.0,0.2105
241.0,0.2108
242.0,0.2109
243.0,0.2094
244.0,0.2072
245.0,0.2081
246.0,0.208
247.0,0.21
248.0,0.211
249.0,0.2082
250.0,0.2081
251.0,0.2062
252.0,0.2051
253.0,0.2056
254.0,0.206
255.0,0.2058
256.0,0.2041
257.0,0.2042
258.0,0.2031
259.0,0.2031
260.0,0.2028
261.0,0.2033
262.0,0.1999
263.0,0.2009
264.0,0.2019
265.0,0.2035
266.0,0.205
267.0,0.206
268.0,0.2063
269.0,0.2071
270.0,0.2101
271.0,0.2086
272.0,0.2085
273.0,0.2089
274.0,0.2087
275.0,0.2095
276.0,0.2103
277.0,0.2151
278.0,0.2123
279.0,0.2133
280.0,0.2143
281.0,0.2146
282.0,0.2127
283.0,0.2138
284.0,0.2123
285.0,0.2117
286.0,0.2109
287.0,0.2112
288.0,0.2118
289.0,0.2118
290.0,0.2133
291.0,0.2149
292.0,0.2138
293.0,0.2132
294.0,0.2163
295.0,0.2172
296.0,0.2165
297.0,0.219
298.0,0.2194
299.0,0.2193
300.0,0.2194
301.0,0.2198
302.0,0.2204
303.0,0.2202
304.0,0.2204
305.0,0.2186
306.0,0.2192
307.0,0.2178
308.0,0.2186
309.0,0.2193
310.0,0.2215
311.0,0.2227
312.0,0.2236
313.0,0.2243
314.0,0.2277
315.0,0.2264
316.0,0.2244
317.0,0.2237
318.0,0.2253
319.0,0.2253
320.0,0.2262
321.0,0.2253
322.0,0.2289
323.0,0.2291
324.0,0.2284
325.0,0.2291
326.0,0.2282
327.0,0.2293
328.0,0.2293
329.0,0.2289
330.0,0.2312
331.0,0.2307
332.0,0.2278
333.0,0.2291
334.0,0.2294
335.0,0.2293
336.0,0.2296
337.0,0.2309
338.0,0.23
339.0,0.2293
340.0,0.2307
341.0,0.232
342.0,0.2288
343.0,0.2287
344.0,0.2284
345.0,0.2286
346.0,0.2286
347.0,0.2282
348.0,0.2318
349.0,0.2321
350.0,0.2299
351.0,0.2301
352.0,0.2302
353.0,0.2315
354.0,0.2325
355.0,0.2327
356.0,0.2336
357.0,0.2343
358.0,0.234
359.0,0.2357
360.0,0.2366
361.0,0.2382
362.0,0.2392
363.0,0.2397
364.0,0.2393
365.0,0.241
366.0,0.2401
367.0,0.2401
368.0,0.2409
369.0,0.2409
370.0,0.241
371.0,0.2406
372.0,0.2419
373.0,0.2416
374.0,0.2404
375.0,0.2401
376.0,0.2395
377.0,0.2393
378.0,0.2397
379.0,0.2402
380.0,0.2369
381.0,0.2356
382.0,0.2392
383.0,0.2393
384.0,0.2397
385.0,0.2397
386.0,0.2404
387.0,0.2406
388.0,0.2407
389.0,0.2401
390.0,0.2403
391.0,0.2428
392.0,0.2428
393.0,0.2435
394.0,0.2427
395.0,0.245
396.0,0.2467
397.0,0.2447
398.0,0.2434
399.0,0.2444
400.0,0.2434
401.0,0.2443
402.0,0.2434
403.0,0.2428
404.0,0.2431
405.0,0.2411
406.0,0.2413
407.0,0.2422
408.0,0.2435
409.0,0.2421
410.0,0.2404
411.0,0.24
412.0,0.2402
413.0,0.2396
414.0,0.2397
415.0,0.2385
416.0,0.2378
417.0,0.2387
418.0,0.2394
419.0,0.241
420.0,0.2409
421.0,0.2422
422.0,0.2427
423.0,0.2441
424.0,0.2437
425.0,0.2446
426.0,0.2443
427.0,0.2457
428.0,0.247
429.0,0.2474
430.0,0.2456
431.0,0.2458
432.0,0.2446
433.0,0.2458
434.0,0.2471
435.0,0.2486
436.0,0.2497
437.0,0.2501
438.0,0.251
439.0,0.2524
440.0,0.2534
441.0,0.2533
442.0,0.2525
443.0,0.2529
444.0,0.2524
445.0,0.2532
446.0,0.2522
447.0,0.2514
448.0,0.2518
449.0,0.2519
450.0,0.2528
451.0,0.2532
452.0,0.2541
453.0,0.2526
454.0,0.2524
455.0,0.2535
456.0,0.254
457.0,0.254
458.0,0.2539
459.0,0.2539
460.0,0.2545
461.0,0.2539
462.0,0.2553
463.0,0.2558
464.0,0.2582
465.0,0.2585
466.0,0.2594
467.0,0.2628
468.0,0.2636
469.0,0.2659
470.0,0.2656
471.0,0.2655
472.0,0.2658
473.0,0.2658
474.0,0.2691
475.0,0.2689
476.0,0.2693
477.0,0.2707
478.0,0.2706
479.0,0.2706
480.0,0.2703
481.0,0.2694
482.0,0.2714
483.0,0.2717
484.0,0.2722
485.0,0.2725
486.0,0.2731
487.0,0.2733
488.0,0.2746
489.0,0.2756
490.0,0.2759
491.0,0.2776
492.0,0.2772
493.0,0.2774
494.0,0.2777
495.0,0.2791
496.0,0.2796
497.0,0.2803
498.0,0.2819
499.0,0.282
500.0,0.2843
501.0,0.2837
502.0,0.2849
503.0,0.285
504.0,0.2834
505.0,0.2838
506.0,0.2839
507.0,0.2835
508.0,0.2842
509.0,0.2839
510.0,0.2843
511.0,0.2839
512.0,0.283
513.0,0.2841
514.0,0.2847
515.0,0.2863
516.0,0.2875
517.0,0.2862
518.0,0.2863
519.0,0.2874
520.0,0.2884
521.0,0.2891
522.0,0.2894
523.0,0.2891
524.0,0.2889
525.0,0.2899
526.0,0.2886
527.0,0.2894
528.0,0.2902
529.0,0.2918
530.0,0.2921
531.0,0.2925
532.0,0.2912
533.0,0.2906
534.0,0.2901
535.0,0.289
536.0,0.2905
537.0,0.2914
538.0,0.292
539.0,0.2901
540.0,0.2929
541.0,0.2926
542.0,0.2923
543.0,0.2922
544.0,0.2926
545.0,0.2921
546.0,0.2923
547.0,0.2927
548.0,0.2944
549.0,0.2951
550.0,0.2956
551.0,0.2949
552.0,0.2941
553.0,0.2942
554.0,0.2948
555.0,0.2946
556.0,0.2957
557.0,0.2966
558.0,0.2974
559.0,0.2978
560.0,0.2989
561.0,0.299
562.0,0.2994
563.0,0.2986
564.0,0.2993
565.0,0.298
566.0,0.2989
567.0,0.2973
568.0,0.3007
569.0,0.3014
570.0,0.3009
571.0,0.3006
572.0,0.3014
573.0,0.302
574.0,0.3023
575.0,0.3034
576.0,0.3048
577.0,0.3045
578.0,0.304
579.0,0.3052
580.0,0.3044
581.0,0.3043
582.0,0.3042
583.0,0.3042
584.0,0.3054
585.0,0.3072
586.0,0.3081
587.0,0.3082
588.0,0.3099
589.0,0.3104
590.0,0.3109
591.0,0.3104
592.0,0.3108
593.0,0.3107
594.0,0.311
595.0,0.3115
596.0,0.3122
597.0,0.312
598.0,0.3125
599.0,0.311
600.0,0.3107
601.0,0.3109
602.0,0.3106
603.0,0.3113
604.0,0.311
605.0,0.313
606.0,0.3124
607.0,0.3127
608.0,0.3123
609.0,0.3133
610.0,0.312
611.0,0.3132
612.0,0.3137
613.0,0.3138
614.0,0.3133
615.0,0.3136
616.0,0.3165
617.0,0.3177
618.0,0.3172
619.0,0.3166
620.0,0.3168
621.0,0.3164
622.0,0.3173
623.0,0.3181
624.0,0.3183
625.0,0.3187
626.0,0.319
627.0,0.3189
628.0,0.3183
629.0,0.32
630.0,0.3213
631.0,0.3219
632.0,0.3215
633.0,0.3212
634.0,0.3221
