iteration,cos_a
1.0,0.0628
2.0,0.0863
3.0,0.0977
4.0,0.1075
5.0,0.118
6.0,0.1303
7.0,0.1417
8.0,0.1448
9.0,0.1593
10.0,0.1653
11.0,0.1765
12.0,0.1843
13.0,0.1927
14.0,0.1988
15.0,0.2081
16.0,0.2197
17.0,0.224
18.0,0.2256
19.0,0.2269
20.0,0.2301
21.0,0.2387
22.0,0.2496
23.0,0.255
24.0,0.2612
25.0,0.2674
26.0,0.2723
27.0,0.2745
28.0,0.2805
29.0,0.2838
30.0,0.2913
31.0,0.2959
32.0,0.301
33.0,0.3024
34.0,0.3039
35.0,0.3053
36.0,0.3112
37.0,0.3148
38.0,0.316
39.0,0.3208
40.0,0.3254
41.0,0.3322
42.0,0.3386
43.0,0.3434
44.0,0.3456
45.0,0.3489
46.0,0.3535
47.0,0.3548
48.0,0.3555
49.0,0.3578
50.0,0.3593
51.0,0.3635
52.0,0.3682
53.0,0.372
54.0,0.3739
55.0,0.3778
56.0,0.38
57.0,0.3847
58.0,0.3878
59.0,0.3887
60.0,0.3908
61.0,0.3944
62.0,0.3979
63.0,0.4011
64.0,0.4013
65.0,0.405
66.0,0.4059
67.0,0.4069
68.0,0.4081
69.0,0.4118
70.0,0.4144
71.0,0.4186
72.0,0.4207
73.0,0.4219
74.0,0.4237
75.0,0.4266
76.0,0.4281
77.0,0.4295
78.0,0.4318
79.0,0.433
80.0,0.435
81.0,0.4395
82.0,0.443
83.0,0.4451
84.0,0.4493
85.0,0.4493
86.0,0.452
87.0,0.4541
88.0,0.4567
89.0,0.4591
90.0,0.4604
91.0,0.4617
92.0,0.4632
93.0,0.4643
94.0,0.4644
95.0,0.4681
96.0,0.4688
97.0,0.47
98.0,0.4721
99.0,0.4729
100.0,0.4742
101.0,0.4776
102.0,0.4772
103.0,0.4811
104.0,0.485
105.0,0.4858
106.0,0.4888
107.0,0.4891
108.0,0.4958
109.0,0.4966
110.0,0.4975
111.0,0.4982
112.0,0.5001
113.0,0.5047
114.0,0.5075
115.0,0.5117
116.0,0.515
117.0,0.5161
118.0,0.5196
119.0,0.5218
120.0,0.522
121.0,0.5226
122.0,0.5233
123.0,0.526
124.0,0.5281
125.0,0.5305
126.0,0.5303
127.0,0.5324
128.0,0.5354
129.0,0.5388
130.0,0.5397
131.0,0.5411
132.0,0.543
133.0,0.5441
134.0,0.5451
135.0,0.5474
136.0,0.5479
137.0,0.5477
138.0,0.5501
139.0,0.5503
140.0,0.5499
141.0,0.5509
142.0,0.553
143.0,0.554
144.0,0.5544
145.0,0.5546
146.0,0.5544
147.0,0.5549
148.0,0.5555
149.0,0.5565
150.0,0.5571
151.0,0.5583
152.0,0.5594
153.0,0.5614
154.0,0.5637
155.0,0.5641
156.0,0.5635
157.0,0.5672
158.0,0.5702
159.0,0.5712
160.0,0.5742
161.0,0.5752
162.0,0.5771
163.0,0.5795
164.0,0.5804
165.0,0.5821
166.0,0.5828
167.0,0.5839
168.0,0.5852
169.0,0.5883
170.0,0.5901
171.0,0.592
172.0,0.5934
173.0,0.5955
174.0,0.5975
175.0,0.5988
176.0,0.5998
177.0,0.6008
178.0,0.602
179.0,0.6012
180.0,0.6017
181.0,0.6028
182.0,0.6035
183.0,0.6057
184.0,0.6069
185.0,0.6087
186.0,0.6092
187.0,0.6116
188.0,0.6122
189.0,0.6126
190.0,0.6133
191.0,0.6156
192.0,0.6165
193.0,0.6169
194.0,0.6167
195.0,0.6188
196.0,0.6193
