iteration,cos_a
1.0,0.036
2.0,0.0281
3.0,0.0309
4.0,0.0332
5.0,0.0366
6.0,0.0357
7.0,0.0511
8.0,0.0522
9.0,0.0532
10.0,0.0567
11.0,0.056
12.0,0.0576
13.0,0.0645
14.0,0.0668
15.0,0.0687
16.0,0.0631
17.0,0.0631
18.0,0.0648
19.0,0.0538
20.0,0.0575
21.0,0.0608
22.0,0.0558
23.0,0.0559
24.0,0.0517
25.0,0.0522
26.0,0.0572
27.0,0.0583
28.0,0.0561
29.0,0.0628
30.0,0.0628
31.0,0.0656
32.0,0.067
33.0,0.0672
34.0,0.0652
35.0,0.0689
36.0,0.067
37.0,0.0697
38.0,0.0655
39.0,0.0675
40.0,0.0691
41.0,0.0694
42.0,0.0703
43.0,0.0705
44.0,0.0716
45.0,0.0702
46.0,0.0693
47.0,0.0699
48.0,0.0695
49.0,0.0684
50.0,0.0709
51.0,0.069
52.0,0.0701
53.0,0.0711
54.0,0.0715
55.0,0.0716
56.0,0.0711
57.0,0.0691
58.0,0.0688
59.0,0.0667
60.0,0.0662
61.0,0.067
62.0,0.0655
63.0,0.0675
64.0,0.0693
65.0,0.0697
66.0,0.0706
67.0,0.0721
68.0,0.0734
69.0,0.0747
70.0,0.0767
71.0,0.0775
72.0,0.078
73.0,0.0783
74.0,0.0781
75.0,0.0788
76.0,0.0801
77.0,0.0805
78.0,0.0794
79.0,0.0825
80.0,0.0829
81.0,0.086
82.0,0.0841
83.0,0.0845
84.0,0.0842
85.0,0.0845
86.0,0.0862
87.0,0.0859
88.0,0.0844
89.0,0.0853
90.0,0.0854
91.0,0.0861
92.0,0.0868
93.0,0.0842
94.0,0.0833
95.0,0.0831
96.0,0.0847
97.0,0.0874
98.0,0.0886
99.0,0.0898
100.0,0.0905
101.0,0.0919
102.0,0.0937
103.0,0.0932
104.0,0.0939
105.0,0.096
106.0,0.0961
107.0,0.0969
108.0,0.0967
109.0,0.0983
110.0,0.0998
111.0,0.1019
112.0,0.1003
113.0,0.0994
114.0,0.099
115.0,0.0975
116.0,0.096
117.0,0.0939
118.0,0.0938
119.0,0.0921
120.0,0.0914
121.0,0.0912
122.0,0.0915
123.0,0.0902
124.0,0.0909
125.0,0.0911
126.0,0.0941
127.0,0.0955
128.0,0.0953
129.0,0.0949
130.0,0.0958
131.0,0.0961
132.0,0.0974
133.0,0.0974
134.0,0.0965
135.0,0.0974
136.0,0.0991
137.0,0.1006
138.0,0.0994
139.0,0.1023
140.0,0.1021
141.0,0.1022
142.0,0.1025
143.0,0.1028
144.0,0.1022
145.0,0.1035
146.0,0.1033
147.0,0.104
148.0,0.1063
149.0,0.1076
150.0,0.1061
151.0,0.1083
152.0,0.1087
153.0,0.1089
154.0,0.1091
155.0,0.1082
156.0,0.1076
157.0,0.1066
158.0,0.1079
159.0,0.1089
160.0,0.1093
161.0,0.1107
162.0,0.111
163.0,0.1105
164.0,0.1094
165.0,0.1094
166.0,0.1112
167.0,0.1117
168.0,0.1142
169.0,0.1149
170.0,0.1154
171.0,0.1146
172.0,0.1162
173.0,0.1161
174.0,0.1159
175.0,0.1163
176.0,0.1173
177.0,0.1179
178.0,0.1194
179.0,0.1226
180.0,0.1226
181.0,0.121
182.0,0.1213
183.0,0.1212
184.0,0.1221
185.0,0.1236
186.0,0.1232
187.0,0.1232
188.0,0.1222
189.0,0.1224
190.0,0.1231
191.0,0.1222
192.0,0.1223
193.0,0.122
194.0,0.1229
195.0,0.1231
196.0,0.1237
197.0,0.1237
198.0,0.1235
199.0,0.1233
200.0,0.1233
201.0,0.1239
202.0,0.1246
203.0,0.1247
204.0,0.1239
205.0,0.1248
206.0,0.1258
207.0,0.1239
208.0,0.1247
209.0,0.1254
210.0,0.125
211.0,0.1252
212.0,0.1255
213.0,0.1273
214.0,0.1273
215.0,0.1291
216.0,0.1304
217.0,0.1306
218.0,0.1284
219.0,0.1298
220.0,0.1302
221.0,0.1302
222.0,0.1304
223.0,0.131
224.0,0.1329
225.0,0.133
226.0,0.1343
227.0,0.1331
228.0,0.1332
229.0,0.1331
230.0,0.1343
231.0,0.1348
232.0,0.1346
233.0,0.1343
234.0,0.134
235.0,0.1343
236.0,0.1347
237.0,0.1359
238.0,0.1356
239.0,0.136
240.0,0.1372
241.0,0.1379
242.0,0.138
243.0,0.1377
244.0,0.1392
245.0,0.1392
246.0,0.1393
247.0,0.1397
248.0,0.14
249.0,0.1404
250.0,0.1399
251.0,0.1386
252.0,0.1391
253.0,0.1386
254.0,0.1384
255.0,0.1394
256.0,0.1384
257.0,0.138
258.0,0.1394
259.0,0.1393
260.0,0.1395
261.0,0.1389
262.0,0.1397
263.0,0.1393
264.0,0.1417
265.0,0.1406
266.0,0.1408
267.0,0.1409
268.0,0.1428
269.0,0.143
270.0,0.1428
271.0,0.1428
272.0,0.142
273.0,0.1431
274.0,0.1427
275.0,0.1438
276.0,0.1435
277.0,0.1426
278.0,0.1427
279.0,0.1431
280.0,0.1438
281.0,0.144
282.0,0.1444
283.0,0.1441
284.0,0.1457
285.0,0.1455
286.0,0.1463
287.0,0.1474
288.0,0.1485
289.0,0.1479
290.0,0.1473
291.0,0.1494
292.0,0.1502
293.0,0.152
294.0,0.1521
295.0,0.1529
296.0,0.1533
297.0,0.1532
298.0,0.1527
299.0,0.1538
300.0,0.1536
301.0,0.1543
302.0,0.1543
303.0,0.154
304.0,0.1538
305.0,0.1529
306.0,0.1535
307.0,0.1536
308.0,0.1545
309.0,0.1552
310.0,0.1553
311.0,0.1547
312.0,0.1544
313.0,0.1552
314.0,0.1564
315.0,0.1575
316.0,0.1584
317.0,0.1591
318.0,0.1576
319.0,0.1585
320.0,0.1589
321.0,0.1596
322.0,0.16
323.0,0.16
324.0,0.1602
325.0,0.1603
326.0,0.1595
327.0,0.1587
328.0,0.1578
329.0,0.1597
330.0,0.1614
331.0,0.1609
332.0,0.1615
333.0,0.1616
334.0,0.162
335.0,0.1624
336.0,0.163
337.0,0.1629
338.0,0.1625
339.0,0.1629
340.0,0.1624
341.0,0.1623
342.0,0.1625
343.0,0.1624
344.0,0.1636
345.0,0.1623
346.0,0.1613
347.0,0.1614
348.0,0.1629
349.0,0.1619
350.0,0.1624
351.0,0.1626
352.0,0.1624
353.0,0.1629
354.0,0.162
355.0,0.1628
356.0,0.1623
357.0,0.1627
358.0,0.1628
359.0,0.1628
360.0,0.1626
361.0,0.1621
362.0,0.1623
363.0,0.1615
364.0,0.1608
365.0,0.1607
366.0,0.1605
367.0,0.1617
368.0,0.162
369.0,0.162
370.0,0.1623
371.0,0.1613
372.0,0.1619
373.0,0.1615
374.0,0.1616
375.0,0.1632
376.0,0.1633
377.0,0.1637
378.0,0.164
379.0,0.1633
380.0,0.1637
381.0,0.1632
382.0,0.163
383.0,0.1627
384.0,0.1636
385.0,0.1646
386.0,0.164
387.0,0.1635
388.0,0.1637
389.0,0.1637
390.0,0.1633
391.0,0.1631
392.0,0.1633
393.0,0.1636
394.0,0.1637
395.0,0.1643
396.0,0.1648
397.0,0.1648
398.0,0.1644
399.0,0.1638
400.0,0.1645
401.0,0.1644
402.0,0.1643
403.0,0.1637
404.0,0.1635
405.0,0.1635
406.0,0.1638
407.0,0.1638
408.0,0.1624
409.0,0.162
410.0,0.163
411.0,0.1628
412.0,0.1634
413.0,0.1636
414.0,0.164
415.0,0.1636
416.0,0.1642
417.0,0.1652
418.0,0.1663
419.0,0.1667
420.0,0.1662
421.0,0.1663
422.0,0.166
423.0,0.1653
424.0,0.1658
425.0,0.1673
426.0,0.1681
427.0,0.1676
428.0,0.1662
429.0,0.166
430.0,0.1661
431.0,0.166
432.0,0.1661
433.0,0.1661
434.0,0.1666
435.0,0.1669
436.0,0.1663
437.0,0.1669
438.0,0.1661
439.0,0.1668
440.0,0.1665
441.0,0.1674
442.0,0.1684
443.0,0.17
444.0,0.17
445.0,0.1705
446.0,0.1709
447.0,0.1721
448.0,0.1719
449.0,0.1721
450.0,0.1717
451.0,0.1712
452.0,0.1714
453.0,0.1717
454.0,0.1719
455.0,0.1721
456.0,0.1725
457.0,0.1728
458.0,0.1726
459.0,0.1728
460.0,0.1727
461.0,0.1746
462.0,0.1738
463.0,0.1741
464.0,0.1748
465.0,0.1746
466.0,0.175
467.0,0.1741
468.0,0.1746
469.0,0.1751
470.0,0.1744
471.0,0.1736
472.0,0.1743
473.0,0.1739
474.0,0.1738
475.0,0.1741
476.0,0.1747
477.0,0.1738
478.0,0.1736
479.0,0.1742
480.0,0.1741
481.0,0.1748
482.0,0.1747
483.0,0.1743
484.0,0.1747
485.0,0.1748
486.0,0.1749
487.0,0.1751
488.0,0.1738
489.0,0.1741
490.0,0.1749
491.0,0.1753
492.0,0.1759
493.0,0.176
494.0,0.1767
495.0,0.1773
496.0,0.1782
497.0,0.178
498.0,0.1781
499.0,0.1785
500.0,0.1782
501.0,0.1791
502.0,0.1785
503.0,0.1791
504.0,0.1788
505.0,0.1783
506.0,0.1784
507.0,0.1782
508.0,0.178
509.0,0.1793
510.0,0.1799
511.0,0.18
512.0,0.1796
513.0,0.1813
514.0,0.1814
515.0,0.1821
516.0,0.1827
517.0,0.1831
518.0,0.1839
519.0,0.1839
520.0,0.1845
521.0,0.1839
522.0,0.1848
523.0,0.1842
524.0,0.1835
525.0,0.1833
526.0,0.1832
527.0,0.1834
528.0,0.1833
529.0,0.1824
530.0,0.1829
531.0,0.1825
532.0,0.1823
533.0,0.1822
534.0,0.1828
535.0,0.1829
536.0,0.1831
537.0,0.1825
538.0,0.1826
539.0,0.1833
540.0,0.1839
541.0,0.1856
542.0,0.1852
543.0,0.1851
544.0,0.1852
545.0,0.1867
546.0,0.1873
547.0,0.187
548.0,0.187
549.0,0.1875
550.0,0.1876
