iteration,cos_a
1.0,0.1298
2.0,0.1812
3.0,0.2173
4.0,0.2944
5.0,0.3184
6.0,0.3131
7.0,0.3058
8.0,0.3105
9.0,0.3356
10.0,0.3453
11.0,0.3663
12.0,0.3655
13.0,0.3918
14.0,0.4153
15.0,0.4231
16.0,0.4352
17.0,0.4563
18.0,0.4654
19.0,0.4767
20.0,0.493
21.0,0.4993
22.0,0.5128
23.0,0.5298
24.0,0.5507
25.0,0.5547
26.0,0.5679
27.0,0.5625
28.0,0.567
29.0,0.5705
30.0,0.5769
31.0,0.5841
32.0,0.5919
33.0,0.5958
34.0,0.5994
35.0,0.6099
36.0,0.612
37.0,0.6129
38.0,0.6215
39.0,0.6345
40.0,0.6377
41.0,0.6406
42.0,0.6556
43.0,0.6626
44.0,0.6654
45.0,0.6678
46.0,0.6765
47.0,0.6769
48.0,0.683
49.0,0.683
50.0,0.6859
51.0,0.6858
52.0,0.6834
53.0,0.6904
54.0,0.694
55.0,0.7001
56.0,0.7027
57.0,0.7064
58.0,0.7056
59.0,0.709
60.0,0.715
61.0,0.7191
62.0,0.7222
63.0,0.7236
64.0,0.7232
65.0,0.7273
66.0,0.7316
67.0,0.7334
68.0,0.7365
69.0,0.7431
70.0,0.7429
71.0,0.7472
72.0,0.7481
73.0,0.7522
74.0,0.7553
75.0,0.7542
76.0,0.7541
77.0,0.758
78.0,0.7617
79.0,0.7636
80.0,0.7631
81.0,0.7675
82.0,0.7692
83.0,0.7746
84.0,0.7773
85.0,0.7802
86.0,0.7824
87.0,0.7862
88.0,0.7861
89.0,0.7846
90.0,0.7883
91.0,0.7902
92.0,0.7938
93.0,0.7951
94.0,0.7985
95.0,0.7997
96.0,0.8039
97.0,0.8034
98.0,0.8052
99.0,0.8065
100.0,0.8077
101.0,0.8104
102.0,0.8121
103.0,0.8101
104.0,0.8125
105.0,0.8142
106.0,0.8141
107.0,0.8146
108.0,0.8157
109.0,0.8188
110.0,0.8233
111.0,0.8237
112.0,0.828
113.0,0.8284
114.0,0.8285
115.0,0.8267
116.0,0.8272
117.0,0.8288
118.0,0.8292
119.0,0.8313
120.0,0.8328
121.0,0.8347
122.0,0.8381
123.0,0.8402
124.0,0.8416
125.0,0.8423
126.0,0.8416
127.0,0.8436
128.0,0.8445
129.0,0.8447
130.0,0.8438
131.0,0.8409
132.0,0.8418
133.0,0.8419
134.0,0.8411
135.0,0.8401
136.0,0.8433
137.0,0.8438
138.0,0.8441
139.0,0.8448
140.0,0.8451
141.0,0.8443
142.0,0.8441
143.0,0.8455
144.0,0.8501
145.0,0.8518
146.0,0.8517
147.0,0.8536
148.0,0.8561
149.0,0.8565
150.0,0.8587
151.0,0.8599
152.0,0.8616
153.0,0.8621
154.0,0.8625
155.0,0.863
156.0,0.8625
157.0,0.8639
158.0,0.8643
159.0,0.8657
160.0,0.8678
161.0,0.8693
162.0,0.87
163.0,0.8702
164.0,0.8699
165.0,0.8704
166.0,0.8718
167.0,0.8711
168.0,0.87
169.0,0.8703
170.0,0.871
171.0,0.8716
172.0,0.8728
173.0,0.8748
174.0,0.8763
175.0,0.876
176.0,0.8763
177.0,0.8755
178.0,0.8778
179.0,0.8779
180.0,0.8789
181.0,0.8789
182.0,0.879
183.0,0.8794
184.0,0.8802
185.0,0.8805
186.0,0.8814
187.0,0.882
188.0,0.8826
189.0,0.8826
190.0,0.8832
191.0,0.8812
192.0,0.8815
193.0,0.8821
194.0,0.8824
195.0,0.8824
196.0,0.8843
197.0,0.8832
198.0,0.882
199.0,0.8822
200.0,0.8816
201.0,0.8824
202.0,0.8834
203.0,0.8843
204.0,0.8853
205.0,0.8855
206.0,0.8858
207.0,0.8868
208.0,0.8864
209.0,0.8867
210.0,0.8886
211.0,0.8885
212.0,0.8887
213.0,0.8901
214.0,0.8895
215.0,0.8878
216.0,0.8888
217.0,0.8879
218.0,0.8887
219.0,0.8889
220.0,0.8894
221.0,0.89
222.0,0.8905
223.0,0.8914
224.0,0.892
225.0,0.892
226.0,0.8934
227.0,0.8936
228.0,0.8929
229.0,0.8937
230.0,0.8936
231.0,0.8947
232.0,0.8959
233.0,0.8968
234.0,0.8974
235.0,0.8984
236.0,0.9001
237.0,0.9004
238.0,0.9005
239.0,0.9011
240.0,0.9013
241.0,0.9023
242.0,0.9024
243.0,0.9029
244.0,0.904
