iteration,cos_a
1.0,0.0134
2.0,0.0037
3.0,0.0079
4.0,0.0205
5.0,0.0209
6.0,0.0283
7.0,0.0326
8.0,0.0228
9.0,0.0229
10.0,0.027
11.0,0.0317
12.0,0.0333
13.0,0.0345
14.0,0.0326
15.0,0.0313
16.0,0.0249
17.0,0.0312
18.0,0.0439
19.0,0.0443
20.0,0.0487
21.0,0.0596
22.0,0.0565
23.0,0.054
24.0,0.0564
25.0,0.0568
26.0,0.059
27.0,0.0657
28.0,0.0689
29.0,0.0659
30.0,0.0716
31.0,0.0732
32.0,0.0736
33.0,0.0787
34.0,0.0785
35.0,0.0792
36.0,0.0785
37.0,0.0781
38.0,0.0763
39.0,0.0777
40.0,0.0818
41.0,0.0808
42.0,0.0783
43.0,0.075
44.0,0.0785
45.0,0.081
46.0,0.0836
47.0,0.0846
48.0,0.0868
49.0,0.0851
50.0,0.0857
51.0,0.0855
52.0,0.0896
53.0,0.0913
54.0,0.0922
55.0,0.0965
56.0,0.0933
57.0,0.0949
58.0,0.0944
59.0,0.0966
60.0,0.0949
61.0,0.0945
62.0,0.0971
63.0,0.0948
64.0,0.0968
65.0,0.0965
66.0,0.0964
67.0,0.097
68.0,0.101
69.0,0.1045
70.0,0.1048
71.0,0.1028
72.0,0.1023
73.0,0.1056
74.0,0.106
75.0,0.1047
76.0,0.1058
77.0,0.1061
78.0,0.1081
79.0,0.1099
80.0,0.1081
81.0,0.1081
82.0,0.1089
83.0,0.109
84.0,0.1042
85.0,0.1059
86.0,0.1043
87.0,0.1016
88.0,0.1024
89.0,0.103
90.0,0.1035
91.0,0.1046
92.0,0.1053
93.0,0.1062
94.0,0.1081
95.0,0.1073
96.0,0.1088
97.0,0.1094
98.0,0.1092
99.0,0.1069
100.0,0.1083
101.0,0.1081
102.0,0.109
103.0,0.1103
104.0,0.1095
105.0,0.1102
106.0,0.1088
107.0,0.1057
108.0,0.1052
109.0,0.1063
110.0,0.1067
111.0,0.1066
112.0,0.1102
113.0,0.1116
114.0,0.1094
115.0,0.1107
116.0,0.1094
117.0,0.1108
118.0,0.113
119.0,0.1138
120.0,0.1165
121.0,0.1168
122.0,0.1181
123.0,0.1183
124.0,0.1203
125.0,0.1194
126.0,0.1178
127.0,0.117
128.0,0.1135
129.0,0.115
130.0,0.1175
131.0,0.1184
132.0,0.1226
133.0,0.1261
134.0,0.1257
135.0,0.1269
136.0,0.1265
137.0,0.1242
138.0,0.1227
139.0,0.1234
140.0,0.1231
141.0,0.1248
142.0,0.1262
143.0,0.1264
144.0,0.125
145.0,0.1248
146.0,0.124
147.0,0.1251
148.0,0.1247
149.0,0.126
150.0,0.1237
151.0,0.1255
152.0,0.1262
153.0,0.126
154.0,0.1251
155.0,0.1227
156.0,0.1226
157.0,0.122
158.0,0.1239
159.0,0.1278
160.0,0.128
161.0,0.1255
162.0,0.1246
163.0,0.1245
164.0,0.1232
165.0,0.1217
166.0,0.1222
167.0,0.1216
168.0,0.1214
169.0,0.1235
170.0,0.1241
171.0,0.1248
172.0,0.1268
173.0,0.1298
174.0,0.1309
175.0,0.1319
176.0,0.1332
177.0,0.1314
178.0,0.1315
179.0,0.133
180.0,0.1349
181.0,0.1325
182.0,0.1339
183.0,0.1332
184.0,0.133
185.0,0.134
186.0,0.136
187.0,0.1362
188.0,0.1338
189.0,0.1361
190.0,0.1365
191.0,0.1396
192.0,0.1393
193.0,0.1382
194.0,0.1368
195.0,0.1328
196.0,0.1317
197.0,0.1303
198.0,0.1319
199.0,0.1322
200.0,0.1333
201.0,0.1325
202.0,0.1332
203.0,0.1352
204.0,0.1378
205.0,0.1377
206.0,0.1378
207.0,0.1383
208.0,0.138
209.0,0.1384
210.0,0.1368
211.0,0.1345
212.0,0.1349
213.0,0.1352
214.0,0.1352
215.0,0.1359
216.0,0.1398
217.0,0.1411
218.0,0.1415
219.0,0.1425
220.0,0.1437
221.0,0.1441
222.0,0.1443
223.0,0.144
224.0,0.1443
225.0,0.1448
226.0,0.1449
227.0,0.1464
228.0,0.1458
229.0,0.146
230.0,0.1465
231.0,0.147
232.0,0.1475
233.0,0.1498
234.0,0.1497
235.0,0.1497
236.0,0.1494
237.0,0.1493
238.0,0.1497
239.0,0.1516
240.0,0.1541
241.0,0.1544
242.0,0.1548
243.0,0.1569
244.0,0.1575
245.0,0.1587
246.0,0.1589
247.0,0.1592
248.0,0.1596
249.0,0.1595
250.0,0.1592
251.0,0.1615
252.0,0.1612
253.0,0.1611
254.0,0.1607
255.0,0.1614
256.0,0.1612
257.0,0.1623
258.0,0.1634
259.0,0.1627
260.0,0.1625
261.0,0.1621
262.0,0.163
263.0,0.1631
264.0,0.1638
265.0,0.1643
266.0,0.1643
267.0,0.1641
268.0,0.1637
269.0,0.1657
270.0,0.1662
271.0,0.1644
272.0,0.164
273.0,0.1636
274.0,0.1636
275.0,0.163
276.0,0.1627
277.0,0.1628
278.0,0.1625
279.0,0.1621
280.0,0.1618
281.0,0.1626
282.0,0.163
283.0,0.1627
284.0,0.1629
285.0,0.1627
286.0,0.1641
287.0,0.1674
288.0,0.1681
289.0,0.1678
290.0,0.168
291.0,0.168
292.0,0.168
293.0,0.1687
294.0,0.1672
295.0,0.1682
296.0,0.1678
297.0,0.1667
298.0,0.1663
299.0,0.1678
300.0,0.168
301.0,0.1707
302.0,0.1708
303.0,0.1714
304.0,0.1721
305.0,0.1721
306.0,0.1736
307.0,0.1738
308.0,0.1743
309.0,0.1743
310.0,0.1749
311.0,0.1762
312.0,0.1766
313.0,0.1767
314.0,0.177
315.0,0.1764
316.0,0.1765
317.0,0.1773
318.0,0.1771
319.0,0.1786
320.0,0.1787
321.0,0.1796
322.0,0.1779
323.0,0.1785
324.0,0.1782
325.0,0.1787
326.0,0.1792
327.0,0.1781
328.0,0.18
329.0,0.1804
330.0,0.1811
331.0,0.1813
332.0,0.1816
333.0,0.182
334.0,0.1829
335.0,0.1824
336.0,0.1831
337.0,0.1809
338.0,0.1814
339.0,0.1814
340.0,0.1808
341.0,0.1813
342.0,0.1807
343.0,0.1853
344.0,0.1839
345.0,0.1857
346.0,0.1862
347.0,0.1845
348.0,0.1857
349.0,0.1861
350.0,0.1869
351.0,0.1865
352.0,0.1847
353.0,0.1847
354.0,0.1844
355.0,0.1833
356.0,0.1835
357.0,0.1826
358.0,0.1843
359.0,0.1846
360.0,0.184
361.0,0.185
362.0,0.1852
363.0,0.1861
364.0,0.1866
365.0,0.1882
366.0,0.1886
367.0,0.1886
368.0,0.1884
369.0,0.1902
370.0,0.1914
371.0,0.191
372.0,0.191
373.0,0.1909
374.0,0.1908
375.0,0.1912
376.0,0.192
377.0,0.1927
378.0,0.1946
379.0,0.1955
380.0,0.1959
381.0,0.1959
382.0,0.197
383.0,0.1969
384.0,0.1967
385.0,0.1969
386.0,0.1972
387.0,0.1976
388.0,0.198
389.0,0.1982
390.0,0.1977
391.0,0.1995
392.0,0.1994
393.0,0.199
394.0,0.1989
395.0,0.1993
396.0,0.2008
397.0,0.201
398.0,0.2005
399.0,0.1999
400.0,0.1991
401.0,0.1997
402.0,0.199
403.0,0.1984
404.0,0.1991
405.0,0.1998
406.0,0.1973
407.0,0.1972
408.0,0.1979
409.0,0.1981
410.0,0.1986
411.0,0.1983
412.0,0.1979
413.0,0.1972
414.0,0.1991
415.0,0.1997
416.0,0.2001
417.0,0.2
418.0,0.2009
419.0,0.2017
420.0,0.201
421.0,0.1992
422.0,0.1987
423.0,0.2
424.0,0.2001
425.0,0.1992
426.0,0.1995
427.0,0.2004
428.0,0.201
429.0,0.2006
430.0,0.2006
431.0,0.2012
432.0,0.2028
433.0,0.2032
434.0,0.2032
435.0,0.2032
436.0,0.2027
437.0,0.2033
438.0,0.2038
439.0,0.2044
440.0,0.2032
441.0,0.2034
442.0,0.2029
443.0,0.2032
444.0,0.2026
445.0,0.201
446.0,0.2017
447.0,0.2
448.0,0.1998
449.0,0.2015
450.0,0.2009
451.0,0.2013
452.0,0.2018
453.0,0.2007
454.0,0.2018
455.0,0.2023
456.0,0.2025
457.0,0.2021
458.0,0.2013
459.0,0.2
460.0,0.2001
461.0,0.2004
462.0,0.2
463.0,0.2018
464.0,0.2033
465.0,0.2033
466.0,0.2041
467.0,0.2051
468.0,0.2053
469.0,0.2052
470.0,0.2063
471.0,0.2071
472.0,0.2075
473.0,0.2088
474.0,0.2097
475.0,0.2097
476.0,0.21
477.0,0.2102
478.0,0.2107
479.0,0.2091
480.0,0.2101
481.0,0.2115
482.0,0.2117
483.0,0.2121
484.0,0.2128
485.0,0.2124
486.0,0.2126
487.0,0.2125
488.0,0.213
489.0,0.2136
490.0,0.2143
491.0,0.2142
492.0,0.2149
493.0,0.2145
494.0,0.2148
495.0,0.2128
496.0,0.2133
497.0,0.2141
498.0,0.2147
499.0,0.2147
500.0,0.214
501.0,0.2147
502.0,0.2144
503.0,0.2144
504.0,0.2139
505.0,0.2131
506.0,0.2117
507.0,0.2116
508.0,0.2116
509.0,0.2126
510.0,0.2133
511.0,0.2135
512.0,0.215
513.0,0.2158
514.0,0.2172
515.0,0.2176
516.0,0.2177
517.0,0.2186
518.0,0.2185
519.0,0.2184
520.0,0.2197
521.0,0.2189
522.0,0.2182
523.0,0.2184
524.0,0.2186
525.0,0.2183
526.0,0.2172
527.0,0.2168
528.0,0.2181
529.0,0.2176
530.0,0.2174
531.0,0.2187
532.0,0.2176
533.0,0.2186
534.0,0.2186
535.0,0.2184
536.0,0.2178
537.0,0.2187
538.0,0.2189
539.0,0.2197
540.0,0.2197
541.0,0.2199
542.0,0.2195
543.0,0.2195
544.0,0.2191
545.0,0.2198
546.0,0.2197
547.0,0.2193
548.0,0.2195
549.0,0.2195
550.0,0.2208
551.0,0.2211
552.0,0.2221
553.0,0.2214
554.0,0.2212
555.0,0.2208
556.0,0.2201
557.0,0.2203
558.0,0.2199
559.0,0.2201
560.0,0.2205
561.0,0.22
562.0,0.2196
563.0,0.2201
564.0,0.22
565.0,0.2198
566.0,0.2201
567.0,0.2208
568.0,0.221
569.0,0.2222
570.0,0.2226
571.0,0.223
572.0,0.2224
573.0,0.223
574.0,0.2234
575.0,0.2234
576.0,0.2231
577.0,0.2231
578.0,0.2227
579.0,0.2219
580.0,0.2229
581.0,0.2221
582.0,0.2222
583.0,0.224
584.0,0.2244
585.0,0.2242
586.0,0.2245
587.0,0.2261
588.0,0.2261
589.0,0.2266
590.0,0.2269
591.0,0.227
592.0,0.2267
593.0,0.2271
594.0,0.2274
595.0,0.228
596.0,0.2272
597.0,0.2271
598.0,0.2282
599.0,0.23
600.0,0.2314
601.0,0.2315
602.0,0.2324
603.0,0.2328
604.0,0.2335
605.0,0.2347
606.0,0.2343
607.0,0.2341
608.0,0.234
609.0,0.2339
610.0,0.2344
611.0,0.2343
612.0,0.2347
613.0,0.2347
614.0,0.2339
615.0,0.2338
616.0,0.2347
617.0,0.2338
618.0,0.2349
619.0,0.2353
620.0,0.2358
621.0,0.2368
622.0,0.2369
623.0,0.2369
624.0,0.237
625.0,0.2372
626.0,0.238
627.0,0.2381
628.0,0.2381
629.0,0.2382
630.0,0.2387
631.0,0.239
632.0,0.2392
633.0,0.2391
634.0,0.2395
635.0,0.2399
636.0,0.2411
637.0,0.241
638.0,0.2414
639.0,0.2414
640.0,0.2428
641.0,0.2426
642.0,0.242
643.0,0.2428
644.0,0.2425
645.0,0.2433
646.0,0.2439
647.0,0.2439
648.0,0.2434
649.0,0.2432
650.0,0.2432
651.0,0.2434
652.0,0.2437
653.0,0.2434
654.0,0.2439
655.0,0.2435
656.0,0.2445
657.0,0.2442
658.0,0.244
659.0,0.2446
660.0,0.2444
661.0,0.2448
662.0,0.2448
663.0,0.2463
664.0,0.2463
665.0,0.2453
666.0,0.2462
667.0,0.2451
668.0,0.2441
669.0,0.2443
670.0,0.244
671.0,0.2437
672.0,0.2434
673.0,0.2434
674.0,0.2446
675.0,0.2448
676.0,0.2444
677.0,0.2448
678.0,0.2444
679.0,0.2451
680.0,0.2454
681.0,0.2454
682.0,0.2453
683.0,0.2454
684.0,0.2456
685.0,0.2445
686.0,0.245
687.0,0.2454
688.0,0.2455
689.0,0.2456
690.0,0.2453
691.0,0.2482
692.0,0.2475
693.0,0.2475
694.0,0.248
695.0,0.2476
696.0,0.2484
697.0,0.2483
698.0,0.2491
699.0,0.249
700.0,0.2501
701.0,0.2492
702.0,0.25
703.0,0.2503
704.0,0.2507
705.0,0.2497
706.0,0.2496
707.0,0.2497
708.0,0.2495
709.0,0.2508
710.0,0.2499
711.0,0.2519
712.0,0.253
713.0,0.2542
714.0,0.2538
715.0,0.2535
716.0,0.2537
717.0,0.2532
718.0,0.2541
719.0,0.2537
720.0,0.2539
721.0,0.2535
722.0,0.2534
723.0,0.2535
724.0,0.2542
725.0,0.2541
726.0,0.2552
727.0,0.2545
728.0,0.2559
729.0,0.2552
730.0,0.2571
731.0,0.2564
732.0,0.2559
733.0,0.255
734.0,0.2566
735.0,0.2567
736.0,0.257
737.0,0.2569
738.0,0.2581
739.0,0.2571
740.0,0.2578
741.0,0.2576
742.0,0.2572
743.0,0.2573
744.0,0.2578
745.0,0.2581
746.0,0.2585
747.0,0.2582
748.0,0.2586
749.0,0.2592
750.0,0.259
751.0,0.2594
752.0,0.2598
753.0,0.2599
754.0,0.2599
755.0,0.2597
756.0,0.2591
757.0,0.2592
758.0,0.2592
759.0,0.2597
760.0,0.2596
761.0,0.2597
762.0,0.2584
763.0,0.259
764.0,0.2604
765.0,0.2612
766.0,0.2619
767.0,0.2628
768.0,0.263
769.0,0.2624
770.0,0.2616
771.0,0.2623
772.0,0.2622
773.0,0.2625
774.0,0.263
775.0,0.2643
776.0,0.2644
777.0,0.2647
778.0,0.2645
779.0,0.264
780.0,0.2647
781.0,0.2644
782.0,0.2655
783.0,0.265
784.0,0.2654
785.0,0.266
786.0,0.2651
787.0,0.2646
788.0,0.2648
789.0,0.2652
790.0,0.2665
791.0,0.2664
792.0,0.2667
793.0,0.2669
794.0,0.2664
795.0,0.2664
796.0,0.2667
797.0,0.2667
798.0,0.2666
799.0,0.2666
800.0,0.2657
801.0,0.2661
802.0,0.2677
803.0,0.2688
804.0,0.2685
805.0,0.2689
806.0,0.2689
807.0,0.2679
808.0,0.2676
809.0,0.2679
810.0,0.2676
811.0,0.2677
812.0,0.2692
813.0,0.269
814.0,0.269
815.0,0.2683
816.0,0.2683
817.0,0.2692
818.0,0.2687
819.0,0.2687
820.0,0.2688
821.0,0.2686
822.0,0.269
823.0,0.2696
824.0,0.2699
825.0,0.2707
826.0,0.2715
827.0,0.2712
828.0,0.2709
829.0,0.2708
830.0,0.2711
831.0,0.2709
832.0,0.271
833.0,0.271
834.0,0.2713
835.0,0.2719
836.0,0.2731
837.0,0.273
838.0,0.2731
839.0,0.2728
840.0,0.2721
841.0,0.2726
842.0,0.2724
843.0,0.2728
844.0,0.2741
845.0,0.2736
846.0,0.2735
847.0,0.2738
848.0,0.2744
849.0,0.2743
850.0,0.2743
851.0,0.2741
852.0,0.2741
853.0,0.274
854.0,0.2744
855.0,0.2759
856.0,0.2758
857.0,0.2755
858.0,0.2759
859.0,0.2751
860.0,0.2744
861.0,0.2757
862.0,0.2752
863.0,0.2748
864.0,0.2747
865.0,0.2747
866.0,0.2745
867.0,0.2754
868.0,0.2748
869.0,0.2753
870.0,0.2757
871.0,0.2761
872.0,0.2761
873.0,0.2766
874.0,0.2767
875.0,0.2771
876.0,0.2779
877.0,0.2778
878.0,0.2782
879.0,0.278
880.0,0.2788
881.0,0.2787
882.0,0.2796
883.0,0.2805
884.0,0.2806
885.0,0.2809
886.0,0.2824
887.0,0.283
888.0,0.2826
889.0,0.283
890.0,0.2834
891.0,0.2834
892.0,0.2835
893.0,0.2841
894.0,0.2846
895.0,0.2846
896.0,0.2849
897.0,0.2848
898.0,0.2848
899.0,0.2858
900.0,0.2861
901.0,0.2863
902.0,0.2856
903.0,0.2859
904.0,0.2856
905.0,0.2859
906.0,0.2875
907.0,0.2875
908.0,0.2864
909.0,0.287
910.0,0.2876
911.0,0.2882
912.0,0.2889
913.0,0.2887
914.0,0.2888
915.0,0.2886
916.0,0.2883
917.0,0.2881
918.0,0.288
919.0,0.2882
920.0,0.2886
921.0,0.2889
922.0,0.2884
923.0,0.2887
924.0,0.2891
925.0,0.2893
926.0,0.2908
927.0,0.2909
928.0,0.291
929.0,0.2912
930.0,0.2912
931.0,0.2915
932.0,0.2916
933.0,0.293
934.0,0.2938
935.0,0.2935
936.0,0.2945
937.0,0.2949
938.0,0.295
939.0,0.295
940.0,0.2949
941.0,0.2956
942.0,0.2956
943.0,0.2961
944.0,0.2968
945.0,0.2973
946.0,0.2986
947.0,0.2977
948.0,0.2971
949.0,0.2973
950.0,0.2975
951.0,0.2968
952.0,0.2972
953.0,0.2961
954.0,0.2966
955.0,0.2967
956.0,0.2965
957.0,0.2972
958.0,0.2969
959.0,0.2969
960.0,0.2964
961.0,0.2977
962.0,0.2977
963.0,0.298
964.0,0.2983
965.0,0.2984
966.0,0.298
967.0,0.2985
968.0,0.2987
969.0,0.2985
970.0,0.2978
971.0,0.2979
972.0,0.2981
973.0,0.2965
974.0,0.2969
975.0,0.2972
976.0,0.2978
977.0,0.2978
978.0,0.2976
979.0,0.2984
980.0,0.2986
981.0,0.2984
982.0,0.2986
983.0,0.2985
984.0,0.2993
985.0,0.2991
986.0,0.2993
987.0,0.2993
988.0,0.2991
989.0,0.2996
990.0,0.2991
991.0,0.2997
992.0,0.3
993.0,0.3001
994.0,0.3001
995.0,0.3001
996.0,0.3002
997.0,0.3002
998.0,0.2983
999.0,0.2994
1000.0,0.2994
1100.0,0.3174
1200.0,0.3295
1300.0,0.3355
1400.0,0.3491
1500.0,0.3611
1600.0,0.3618
1700.0,0.3741
1800.0,0.3852
1900.0,0.3883
2000.0,0.3988
2100.0,0.4093
2200.0,0.4206
2300.0,0.4264
2400.0,0.4363
2500.0,0.4408
2600.0,0.445
2700.0,0.453
2800.0,0.4601
2900.0,0.4635
3000.0,0.4666
3100.0,0.4748
3200.0,0.4805
3300.0,0.4863
3400.0,0.4914
3500.0,0.4928
3600.0,0.4964
3700.0,0.4994
3800.0,0.5043
3900.0,0.5052
4000.0,0.5089
4100.0,0.5074
4200.0,0.513
4300.0,0.5137
4400.0,0.5175
4500.0,0.5208
4600.0,0.5264
4700.0,0.5296
4800.0,0.533
4900.0,0.5358
5000.0,0.538
5100.0,0.5416
5200.0,0.5477
5300.0,0.551
5400.0,0.555
5500.0,0.5584
5600.0,0.5643
5700.0,0.5662
5800.0,0.5687
5900.0,0.5727
6000.0,0.5741
6100.0,0.5761
6200.0,0.5797
6300.0,0.5851
6400.0,0.5896
6500.0,0.5932
6600.0,0.5979
6700.0,0.6008
6800.0,0.6027
6900.0,0.6035
7000.0,0.6073
7100.0,0.6086
7200.0,0.6119
7300.0,0.6138
7400.0,0.6157
7500.0,0.619
7600.0,0.6219
7700.0,0.6244
7800.0,0.6254
7900.0,0.6288
8000.0,0.6331
8100.0,0.6347
8200.0,0.6352
8300.0,0.6375
8400.0,0.6399
8500.0,0.6427
8600.0,0.6459
8700.0,0.6479
8800.0,0.6522
8900.0,0.6546
9000.0,0.6567
9100.0,0.6581
9200.0,0.6603
9300.0,0.6616
9400.0,0.6623
9500.0,0.6629
9600.0,0.6639
9700.0,0.6663
9800.0,0.6663
9900.0,0.6674
10000.0,0.6698
10100.0,0.671
10200.0,0.6725
10300.0,0.674
10400.0,0.676
10500.0,0.6769
10600.0,0.6801
10700.0,0.6817
10800.0,0.6822
10900.0,0.6832
11000.0,0.684
11100.0,0.6853
11200.0,0.6871
11300.0,0.6899
11400.0,0.6931
11500.0,0.6943
11600.0,0.696
11700.0,0.6977
11800.0,0.6989
11900.0,0.7016
12000.0,0.7028
12100.0,0.7058
12200.0,0.7077
12300.0,0.7084
12400.0,0.71
12500.0,0.7114
12600.0,0.7117
12700.0,0.7146
12800.0,0.7146
12900.0,0.7171
13000.0,0.7191
13100.0,0.7204
13200.0,0.7224
13300.0,0.7247
13400.0,0.7261
13500.0,0.7263
