iteration,cos_a
1.0,-0.0016
2.0,0.0332
3.0,0.0075
4.0,0.0217
5.0,0.0308
6.0,0.0447
7.0,0.0452
8.0,0.0392
9.0,0.0319
10.0,0.0359
11.0,0.0295
12.0,0.0297
13.0,0.0334
14.0,0.0332
15.0,0.0349
16.0,0.0361
17.0,0.0318
18.0,0.0308
19.0,0.0285
20.0,0.0304
21.0,0.0226
22.0,0.0214
23.0,0.0238
24.0,0.0255
25.0,0.0246
26.0,0.0347
27.0,0.0347
28.0,0.0301
29.0,0.0336
30.0,0.0327
31.0,0.0316
32.0,0.0326
33.0,0.0383
34.0,0.0361
35.0,0.0402
36.0,0.0387
37.0,0.0442
38.0,0.0433
39.0,0.049
40.0,0.0509
41.0,0.0499
42.0,0.05
43.0,0.0499
44.0,0.0529
45.0,0.0541
46.0,0.0597
47.0,0.0536
48.0,0.0523
49.0,0.052
50.0,0.0536
51.0,0.0547
52.0,0.0558
53.0,0.0564
54.0,0.0587
55.0,0.0627
56.0,0.0649
57.0,0.0599
58.0,0.0629
59.0,0.0661
60.0,0.0646
61.0,0.0699
62.0,0.0723
63.0,0.0719
64.0,0.0732
65.0,0.073
66.0,0.0767
67.0,0.0776
68.0,0.0799
69.0,0.0819
70.0,0.0819
71.0,0.0784
72.0,0.0777
73.0,0.0776
74.0,0.0817
75.0,0.0846
76.0,0.0823
77.0,0.0822
78.0,0.0875
79.0,0.0932
80.0,0.0958
81.0,0.0984
82.0,0.0999
83.0,0.1038
84.0,0.1035
85.0,0.1042
86.0,0.1062
87.0,0.1147
88.0,0.1147
89.0,0.1208
90.0,0.1233
91.0,0.1243
92.0,0.1256
93.0,0.1265
94.0,0.1254
95.0,0.1247
96.0,0.1278
97.0,0.1269
98.0,0.1285
99.0,0.129
100.0,0.1279
101.0,0.1242
102.0,0.127
103.0,0.1283
104.0,0.1287
105.0,0.1298
106.0,0.129
107.0,0.1296
108.0,0.132
109.0,0.1371
110.0,0.1353
111.0,0.1349
112.0,0.1356
113.0,0.1368
114.0,0.1391
115.0,0.1432
116.0,0.1437
117.0,0.1415
118.0,0.1421
119.0,0.1427
120.0,0.1421
121.0,0.1423
122.0,0.1402
123.0,0.1346
124.0,0.1346
125.0,0.1355
126.0,0.1348
127.0,0.1346
128.0,0.1343
129.0,0.1352
130.0,0.1354
131.0,0.1362
132.0,0.1377
133.0,0.1399
134.0,0.1389
135.0,0.1416
136.0,0.1433
137.0,0.1447
138.0,0.1456
139.0,0.1454
140.0,0.1464
141.0,0.1405
142.0,0.1409
143.0,0.1411
144.0,0.1406
145.0,0.143
146.0,0.1427
147.0,0.1437
148.0,0.1437
149.0,0.1459
150.0,0.1461
151.0,0.1482
152.0,0.1472
153.0,0.1452
154.0,0.1448
155.0,0.1452
156.0,0.1437
157.0,0.1452
158.0,0.1447
159.0,0.1421
160.0,0.1392
161.0,0.1406
162.0,0.1404
163.0,0.1386
164.0,0.1393
165.0,0.1389
166.0,0.1396
167.0,0.1402
168.0,0.1377
169.0,0.1395
170.0,0.1414
171.0,0.1441
172.0,0.1444
173.0,0.1435
174.0,0.1412
175.0,0.144
176.0,0.1467
177.0,0.1476
178.0,0.149
179.0,0.1509
180.0,0.1545
181.0,0.1536
182.0,0.1532
183.0,0.1522
184.0,0.1518
185.0,0.1492
186.0,0.1494
187.0,0.1475
188.0,0.148
189.0,0.1472
190.0,0.1459
191.0,0.1483
192.0,0.1477
193.0,0.1499
194.0,0.1487
195.0,0.1474
196.0,0.1483
197.0,0.1493
198.0,0.1496
199.0,0.1497
200.0,0.1496
201.0,0.1496
202.0,0.1519
203.0,0.1523
204.0,0.1526
205.0,0.1532
206.0,0.1519
207.0,0.1532
208.0,0.1527
209.0,0.1559
210.0,0.1596
211.0,0.1608
212.0,0.1594
213.0,0.1597
214.0,0.1609
215.0,0.162
216.0,0.1617
217.0,0.161
218.0,0.162
219.0,0.1623
220.0,0.1683
221.0,0.1671
222.0,0.168
223.0,0.1692
224.0,0.1682
225.0,0.1695
226.0,0.1685
227.0,0.1684
228.0,0.1669
229.0,0.167
230.0,0.1681
231.0,0.1691
232.0,0.1701
233.0,0.171
234.0,0.1733
235.0,0.1718
236.0,0.1723
237.0,0.1726
238.0,0.1725
239.0,0.17
240.0,0.1699
241.0,0.1701
242.0,0.1699
243.0,0.1706
244.0,0.1717
245.0,0.1737
246.0,0.1749
247.0,0.1746
248.0,0.1742
249.0,0.1775
250.0,0.1773
251.0,0.1773
252.0,0.1785
253.0,0.1807
254.0,0.1803
255.0,0.1805
256.0,0.1833
257.0,0.1833
258.0,0.1852
259.0,0.1845
260.0,0.1848
261.0,0.1859
262.0,0.1854
263.0,0.1832
264.0,0.1839
265.0,0.1848
266.0,0.1853
267.0,0.1869
268.0,0.1866
269.0,0.1841
270.0,0.185
271.0,0.1845
272.0,0.1857
273.0,0.1852
274.0,0.1848
275.0,0.1856
276.0,0.1862
277.0,0.1871
278.0,0.1882
279.0,0.1875
280.0,0.1876
281.0,0.1881
282.0,0.189
283.0,0.1862
284.0,0.1869
285.0,0.1891
286.0,0.1891
287.0,0.1921
288.0,0.1925
289.0,0.1959
290.0,0.1969
291.0,0.1955
292.0,0.1952
293.0,0.1952
294.0,0.1924
295.0,0.1954
296.0,0.1942
297.0,0.1971
298.0,0.1993
299.0,0.1985
300.0,0.1965
301.0,0.1979
302.0,0.1994
303.0,0.1997
