iteration,cos_a
1.0,0.0104
2.0,0.0159
3.0,0.0216
4.0,0.0264
5.0,0.0289
6.0,0.0304
7.0,0.0332
8.0,0.0338
9.0,0.0352
10.0,0.0389
11.0,0.0401
12.0,0.0418
13.0,0.0436
14.0,0.0449
15.0,0.0474
16.0,0.0496
17.0,0.052
18.0,0.054
19.0,0.0552
20.0,0.0569
21.0,0.0577
22.0,0.0594
23.0,0.0628
24.0,0.0633
25.0,0.064
26.0,0.0652
27.0,0.066
28.0,0.0679
29.0,0.0692
30.0,0.0703
31.0,0.0716
32.0,0.0724
33.0,0.0744
34.0,0.0752
35.0,0.0769
36.0,0.0776
37.0,0.0781
38.0,0.0798
39.0,0.0812
40.0,0.0829
41.0,0.0842
42.0,0.0852
43.0,0.0858
44.0,0.0872
45.0,0.0885
46.0,0.0916
47.0,0.0936
48.0,0.0945
49.0,0.0953
50.0,0.0973
51.0,0.0978
52.0,0.0986
53.0,0.0994
54.0,0.0997
55.0,0.1003
56.0,0.1009
57.0,0.1022
58.0,0.1027
59.0,0.1039
60.0,0.1052
61.0,0.1071
62.0,0.1076
63.0,0.108
64.0,0.1084
65.0,0.1105
66.0,0.1113
67.0,0.1121
68.0,0.1125
69.0,0.1129
70.0,0.1136
71.0,0.114
72.0,0.1149
73.0,0.1154
74.0,0.117
75.0,0.118
76.0,0.1187
77.0,0.1197
78.0,0.1204
79.0,0.1212
80.0,0.1223
81.0,0.1234
82.0,0.1238
83.0,0.1244
84.0,0.1255
85.0,0.126
86.0,0.1264
87.0,0.1275
88.0,0.1277
89.0,0.129
90.0,0.1295
91.0,0.1309
92.0,0.1314
93.0,0.1319
94.0,0.133
95.0,0.1344
96.0,0.135
97.0,0.1356
98.0,0.1357
99.0,0.1363
100.0,0.1375
101.0,0.1378
102.0,0.1382
103.0,0.1389
104.0,0.1391
105.0,0.1395
106.0,0.1407
107.0,0.141
108.0,0.1415
109.0,0.1425
110.0,0.1437
111.0,0.1442
112.0,0.1453
113.0,0.1462
114.0,0.1465
115.0,0.1469
116.0,0.1473
117.0,0.1477
118.0,0.148
119.0,0.1483
120.0,0.149
121.0,0.1494
122.0,0.15
123.0,0.1504
124.0,0.1512
125.0,0.1516
126.0,0.1521
127.0,0.1525
128.0,0.1529
129.0,0.1535
130.0,0.1537
131.0,0.1542
132.0,0.1547
133.0,0.1558
134.0,0.1561
135.0,0.1563
136.0,0.1571
137.0,0.1584
138.0,0.1592
139.0,0.16
140.0,0.1605
141.0,0.1613
142.0,0.1616
143.0,0.162
144.0,0.1624
145.0,0.1634
146.0,0.1642
147.0,0.1648
148.0,0.1653
149.0,0.1661
150.0,0.1666
151.0,0.1673
152.0,0.1677
153.0,0.1682
154.0,0.1686
155.0,0.1694
156.0,0.1704
157.0,0.1708
158.0,0.171
159.0,0.1719
160.0,0.1723
161.0,0.1728
162.0,0.1732
163.0,0.174
164.0,0.1743
165.0,0.1751
166.0,0.1758
167.0,0.1761
168.0,0.1767
169.0,0.1772
170.0,0.1774
171.0,0.178
172.0,0.1784
173.0,0.1792
174.0,0.1796
175.0,0.1801
176.0,0.1804
177.0,0.1808
178.0,0.1817
179.0,0.1831
180.0,0.1838
181.0,0.1844
182.0,0.1852
183.0,0.1861
184.0,0.1863
185.0,0.1867
186.0,0.1869
