iteration,cos_a
1.0,0.0075
2.0,0.0099
3.0,0.0114
4.0,0.0127
5.0,0.015
6.0,0.0153
7.0,0.0168
8.0,0.0184
9.0,0.0195
10.0,0.0202
11.0,0.0216
12.0,0.0226
13.0,0.0233
14.0,0.0263
15.0,0.0269
16.0,0.0278
17.0,0.0284
18.0,0.0303
19.0,0.0305
20.0,0.0311
21.0,0.0317
22.0,0.0319
23.0,0.0323
24.0,0.0326
25.0,0.033
26.0,0.0336
27.0,0.034
28.0,0.0342
29.0,0.0353
30.0,0.0357
31.0,0.037
32.0,0.0372
33.0,0.0374
34.0,0.0384
35.0,0.0398
36.0,0.0411
37.0,0.0414
38.0,0.0428
39.0,0.0435
40.0,0.044
41.0,0.0443
42.0,0.045
43.0,0.0454
44.0,0.0457
45.0,0.0464
46.0,0.0467
47.0,0.0471
48.0,0.0476
49.0,0.048
50.0,0.0486
51.0,0.0492
52.0,0.0498
53.0,0.0506
54.0,0.0508
55.0,0.0514
56.0,0.0521
57.0,0.0524
58.0,0.053
59.0,0.0531
60.0,0.0542
61.0,0.0548
62.0,0.0555
63.0,0.0561
64.0,0.0563
65.0,0.058
66.0,0.0588
67.0,0.0592
68.0,0.0598
69.0,0.0608
70.0,0.0614
71.0,0.062
72.0,0.063
73.0,0.0639
74.0,0.0639
75.0,0.0643
76.0,0.0646
77.0,0.0651
78.0,0.066
79.0,0.0662
80.0,0.0664
81.0,0.0676
82.0,0.0676
83.0,0.0681
84.0,0.0686
85.0,0.069
86.0,0.0694
87.0,0.0696
88.0,0.0698
89.0,0.0701
90.0,0.0711
91.0,0.0716
92.0,0.0717
93.0,0.0719
94.0,0.0723
95.0,0.0727
96.0,0.0732
97.0,0.0734
98.0,0.0739
99.0,0.0746
100.0,0.0749
101.0,0.0753
102.0,0.0758
103.0,0.076
104.0,0.0763
105.0,0.0767
106.0,0.0772
107.0,0.0774
108.0,0.0775
109.0,0.0778
110.0,0.0782
111.0,0.0787
112.0,0.0788
113.0,0.08
114.0,0.0803
115.0,0.0806
116.0,0.0813
117.0,0.0816
118.0,0.082
119.0,0.0821
120.0,0.0822
121.0,0.0827
122.0,0.0831
123.0,0.0835
124.0,0.0837
125.0,0.0838
126.0,0.0839
127.0,0.0844
128.0,0.0849
129.0,0.0849
130.0,0.0851
131.0,0.0856
132.0,0.0862
133.0,0.0868
134.0,0.0872
135.0,0.0878
136.0,0.0889
137.0,0.0891
138.0,0.0894
139.0,0.0898
140.0,0.0899
141.0,0.0904
142.0,0.091
143.0,0.0912
144.0,0.0916
145.0,0.0918
146.0,0.0921
147.0,0.0925
148.0,0.0927
149.0,0.093
150.0,0.0933
151.0,0.0938
152.0,0.0943
153.0,0.0944
154.0,0.0946
155.0,0.0949
156.0,0.0952
157.0,0.0956
158.0,0.096
159.0,0.0962
160.0,0.0966
161.0,0.0966
162.0,0.0967
163.0,0.0971
164.0,0.0973
165.0,0.0973
166.0,0.0978
167.0,0.0979
168.0,0.0985
169.0,0.0987
170.0,0.0988
171.0,0.0991
172.0,0.0992
173.0,0.0997
174.0,0.1002
175.0,0.1006
176.0,0.1007
177.0,0.1009
178.0,0.1016
179.0,0.1022
180.0,0.1029
181.0,0.1033
182.0,0.1039
183.0,0.1047
184.0,0.1049
185.0,0.1054
186.0,0.1056
187.0,0.1057
188.0,0.1057
189.0,0.1059
190.0,0.1061
191.0,0.1065
192.0,0.107
193.0,0.107
194.0,0.1072
195.0,0.1074
196.0,0.1085
197.0,0.1091
198.0,0.1094
199.0,0.1097
200.0,0.1101
201.0,0.1103
202.0,0.1104
203.0,0.1105
204.0,0.1107
205.0,0.1109
206.0,0.1111
207.0,0.1114
208.0,0.1117
209.0,0.1119
210.0,0.1122
211.0,0.1123
212.0,0.1127
213.0,0.1129
214.0,0.1131
215.0,0.1132
216.0,0.1136
217.0,0.1139
218.0,0.1141
219.0,0.1145
220.0,0.1148
221.0,0.1148
222.0,0.1149
223.0,0.1154
224.0,0.1155
225.0,0.1155
226.0,0.1156
227.0,0.1158
228.0,0.1159
229.0,0.116
230.0,0.1163
231.0,0.1164
232.0,0.1165
233.0,0.1166
234.0,0.1167
235.0,0.1169
236.0,0.1172
237.0,0.1173
238.0,0.1174
239.0,0.1179
240.0,0.1181
241.0,0.1183
242.0,0.1183
243.0,0.1184
244.0,0.1187
245.0,0.1188
246.0,0.1189
247.0,0.1191
248.0,0.1195
249.0,0.1197
250.0,0.1199
251.0,0.12
252.0,0.1202
253.0,0.1206
254.0,0.1208
255.0,0.121
256.0,0.1215
257.0,0.1219
258.0,0.1221
259.0,0.1223
260.0,0.1228
261.0,0.1229
262.0,0.123
263.0,0.1234
264.0,0.1236
